20.66352,90.46638,12/01/2024 13:07
20.66332,90.46612,12/01/2024 13:07
20.66315,90.46702,12/01/2024 13:08
20.66179,90.46869,12/01/2024 13:08
20.65913,90.47014,12/01/2024 13:09
20.65627,90.47128,12/01/2024 13:09
20.65373,90.46928,12/01/2024 13:10
20.65129,90.46718,12/01/2024 13:10
20.64978,90.46486,12/01/2024 13:11
20.64994,90.46413,12/01/2024 13:11
20.65014,90.46328,12/01/2024 13:12
20.6505,90.46251,12/01/2024 13:12
20.65091,90.46181,12/01/2024 13:13
20.65127,90.46121,12/01/2024 13:13
20.65182,90.46077,12/01/2024 13:14
20.65234,90.46033,12/01/2024 13:14
20.65253,90.45981,12/01/2024 13:15
20.65266,90.45924,12/01/2024 13:15
20.65264,90.45877,12/01/2024 13:16
20.65266,90.45824,12/01/2024 13:16
20.65269,90.45772,12/01/2024 13:17
20.65267,90.4572,12/01/2024 13:17
20.65264,90.45675,12/01/2024 13:18
20.65263,90.45634,12/01/2024 13:18
20.65266,90.45593,12/01/2024 13:19
20.65276,90.45554,12/01/2024 13:19
20.65297,90.45521,12/01/2024 13:20
20.65309,90.45493,12/01/2024 13:20
20.65301,90.45471,12/01/2024 13:21
20.65294,90.45455,12/01/2024 13:21
20.65288,90.45435,12/01/2024 13:22
20.65285,90.45387,12/01/2024 13:22
20.65278,90.45331,12/01/2024 13:23
20.65271,90.45274,12/01/2024 13:23
20.65267,90.4522,12/01/2024 13:24
20.65263,90.45163,12/01/2024 13:24
20.6526,90.45108,12/01/2024 13:25
20.65254,90.45053,12/01/2024 13:25
20.65248,90.44997,12/01/2024 13:26
20.65239,90.44942,12/01/2024 13:26
20.65234,90.44894,12/01/2024 13:27
20.65231,90.4485,12/01/2024 13:27
20.6523,90.44811,12/01/2024 13:28
20.65229,90.44781,12/01/2024 13:28
20.65228,90.44747,12/01/2024 13:29
20.65226,90.44725,12/01/2024 13:29
20.65241,90.44708,12/01/2024 13:30
20.65264,90.44739,12/01/2024 13:30
20.653,90.44773,12/01/2024 13:31
20.65352,90.4478,12/01/2024 13:31
20.65403,90.4478,12/01/2024 13:32
20.65454,90.44771,12/01/2024 13:32
20.65505,90.44761,12/01/2024 13:33
20.65551,90.44752,12/01/2024 13:33
20.65603,90.44739,12/01/2024 13:34
20.65646,90.44725,12/01/2024 13:34
20.65663,90.44718,12/01/2024 13:35
20.6569,90.44717,12/01/2024 13:35
20.6571,90.44714,12/01/2024 13:36
20.65707,90.44712,12/01/2024 13:36
20.65698,90.44717,12/01/2024 13:37
20.65706,90.44719,12/01/2024 13:37
20.65703,90.44742,12/01/2024 13:38
20.65711,90.44771,12/01/2024 13:38
20.65717,90.44797,12/01/2024 13:39
20.65728,90.44827,12/01/2024 13:39
20.65746,90.44865,12/01/2024 13:40
20.65763,90.44913,12/01/2024 13:40
20.65779,90.44961,12/01/2024 13:41
20.65803,90.45014,12/01/2024 13:41
20.6582,90.45081,12/01/2024 13:42
20.65825,90.45147,12/01/2024 13:42
20.65834,90.45215,12/01/2024 13:43
20.65847,90.45281,12/01/2024 13:43
20.65867,90.45343,12/01/2024 13:44
20.65884,90.45404,12/01/2024 13:44
20.65901,90.45457,12/01/2024 13:45
20.65908,90.45479,12/01/2024 13:45
20.6591,90.45486,12/01/2024 13:46
20.65906,90.45476,12/01/2024 13:46
20.65905,90.4545,12/01/2024 13:47
20.65914,90.45408,12/01/2024 13:47
20.65928,90.45367,12/01/2024 13:48
20.65956,90.45323,12/01/2024 13:48
20.66002,90.45275,12/01/2024 13:49
20.6615,90.45152,12/01/2024 13:49
20.66409,90.45016,12/01/2024 13:50
20.66686,90.44868,12/01/2024 13:50
20.66973,90.4474,12/01/2024 13:51
20.67063,90.44718,12/01/2024 13:51
20.67102,90.44746,12/01/2024 13:52
20.67154,90.4476,12/01/2024 13:52
20.67233,90.4476,12/01/2024 13:53
20.67491,90.44766,12/01/2024 13:53
20.67803,90.44792,12/01/2024 13:54
20.68096,90.44899,12/01/2024 13:54
20.6834,90.45103,12/01/2024 13:55
20.68568,90.45293,12/01/2024 13:55
20.68796,90.4545,12/01/2024 13:56
20.68961,90.45493,12/01/2024 13:56
20.68978,90.45474,12/01/2024 13:57
20.6895,90.45491,12/01/2024 13:57
20.68912,90.4547,12/01/2024 13:58
20.68926,90.45507,12/01/2024 13:58
20.68978,90.45475,12/01/2024 13:59
20.69014,90.45424,12/01/2024 13:59
20.69038,90.45375,12/01/2024 14:00
20.69037,90.45343,12/01/2024 14:00
20.69037,90.45338,12/01/2024 14:01
20.69038,90.45337,12/01/2024 14:01
20.69037,90.45338,12/01/2024 14:02
20.69037,90.45338,12/01/2024 14:02
