Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 15/01/2024
TIME       : 11:02:39
FILENAME   : C:\Users\lapcof_fieldPC\Documents\All Work\Proyectos vigentes\IslaArena\CTDs\DiverBatim\CSV\bati_240115110238_X1819.CSV
CREATED BY : Diver-Office 12.0.3.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..14-X1819  317.
  Instrument number       =          UTC+0     
                          =0
  Location                =bati
  Sample period           =S01
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3]
  Identification          =2: SPEC.COND.
  Reference level         =0.000     ms/cm
  Range                   =120.000   ms/cm


[Series settings]
  Serial number           =..14-X1819  317.
  Instrument number       =          UTC+0     
  Location                =bati
  Sample period           =00 00:00:01 0
  Sample method           =T   
  Start date / time       =00:00:17 12/01/24
  End date / time         =10:18:21 12/01/24
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3 from data header]
  Identification          =2: SPEC.COND.
  Reference level         =0.000     ms/cm
  Range                   =120.000   ms/cm


Date/time,Pressure[cmH2O],Temperature[°C],2:Spec.cond.[ms/cm]
2024/01/12 17:00:00,1048.958,25.750,55.268
2024/01/12 17:00:01,1048.900,25.747,55.256
2024/01/12 17:00:02,1049.192,25.743,55.268
2024/01/12 17:00:03,1048.783,25.740,55.272
2024/01/12 17:00:04,1048.258,25.743,55.276
2024/01/12 17:00:05,1048.375,25.747,55.272
2024/01/12 17:00:06,1048.200,25.753,55.280
2024/01/12 17:00:07,1049.075,25.753,55.288
2024/01/12 17:00:08,1048.900,25.753,55.288
2024/01/12 17:00:09,1049.483,25.753,55.276
2024/01/12 17:00:10,1049.308,25.753,55.288
2024/01/12 17:00:11,1049.717,25.753,55.296
2024/01/12 17:00:12,1048.900,25.757,55.296
2024/01/12 17:00:13,1048.667,25.760,55.292
2024/01/12 17:00:14,1048.958,25.760,55.296
2024/01/12 17:00:15,1048.492,25.760,55.284
2024/01/12 17:00:16,1048.375,25.757,55.292
2024/01/12 17:00:17,1047.967,25.760,55.276
2024/01/12 17:00:18,1048.608,25.757,55.272
2024/01/12 17:00:19,1049.192,25.753,55.264
2024/01/12 17:00:20,1049.075,25.750,55.276
2024/01/12 17:00:21,1048.492,25.750,55.264
2024/01/12 17:00:22,1048.783,25.747,55.272
2024/01/12 17:00:23,1049.075,25.747,55.256
2024/01/12 17:00:24,1047.558,25.743,55.268
2024/01/12 17:00:25,1047.967,25.743,55.268
2024/01/12 17:00:26,1048.375,25.747,55.268
2024/01/12 17:00:27,1049.075,25.743,55.264
2024/01/12 17:00:28,1048.258,25.743,55.272
2024/01/12 17:00:29,1048.083,25.743,55.284
2024/01/12 17:00:30,1048.492,25.750,55.308
2024/01/12 17:00:31,1049.892,25.753,55.316
2024/01/12 17:00:32,1048.900,25.757,55.304
2024/01/12 17:00:33,1048.608,25.753,55.284
2024/01/12 17:00:34,1048.958,25.750,55.288
2024/01/12 17:00:35,1047.967,25.743,55.312
2024/01/12 17:00:36,1048.492,25.743,55.308
2024/01/12 17:00:37,1046.858,25.743,55.336
2024/01/12 17:00:38,1047.675,25.757,55.332
2024/01/12 17:00:39,1048.375,25.767,55.352
2024/01/12 17:00:40,1047.967,25.777,55.340
2024/01/12 17:00:41,1049.075,25.773,55.352
2024/01/12 17:00:42,1048.375,25.777,55.364
2024/01/12 17:00:43,1047.967,25.777,55.348
2024/01/12 17:00:44,1049.075,25.773,55.344
2024/01/12 17:00:45,1048.492,25.773,55.352
2024/01/12 17:00:46,1048.083,25.773,55.356
2024/01/12 17:00:47,1048.608,25.773,55.368
2024/01/12 17:00:48,1048.258,25.783,55.360
2024/01/12 17:00:49,1048.492,25.787,55.300
2024/01/12 17:00:50,1048.608,25.790,55.316
2024/01/12 17:00:51,1048.083,25.787,55.300
2024/01/12 17:00:52,1048.200,25.787,55.296
2024/01/12 17:00:53,1048.492,25.783,55.368
2024/01/12 17:00:54,1048.783,25.787,55.300
2024/01/12 17:00:55,1048.608,25.790,55.312
2024/01/12 17:00:56,1048.783,25.793,55.292
2024/01/12 17:00:57,1048.375,25.793,55.300
2024/01/12 17:00:58,1048.375,25.790,55.308
2024/01/12 17:00:59,1048.083,25.793,55.308
2024/01/12 17:01:00,1049.075,25.790,55.312
2024/01/12 17:01:01,1048.375,25.793,55.316
2024/01/12 17:01:02,1048.258,25.793,55.300
2024/01/12 17:01:03,1048.083,25.793,55.304
2024/01/12 17:01:04,1048.783,25.793,55.284
2024/01/12 17:01:05,1049.075,25.793,55.292
2024/01/12 17:01:06,1048.492,25.793,55.296
2024/01/12 17:01:07,1048.492,25.793,55.308
2024/01/12 17:01:08,1048.492,25.793,55.308
2024/01/12 17:01:09,1048.783,25.793,55.312
2024/01/12 17:01:10,1047.850,25.793,55.312
2024/01/12 17:01:11,1047.675,25.793,55.316
2024/01/12 17:01:12,1048.258,25.793,55.312
2024/01/12 17:01:13,1049.308,25.797,55.312
2024/01/12 17:01:14,1048.900,25.797,55.316
2024/01/12 17:01:15,1049.308,25.797,55.312
2024/01/12 17:01:16,1048.608,25.797,55.320
2024/01/12 17:01:17,1048.608,25.797,55.296
2024/01/12 17:01:18,1049.192,25.797,55.308
2024/01/12 17:01:19,1049.192,25.797,55.320
2024/01/12 17:01:20,1048.900,25.797,55.304
2024/01/12 17:01:21,1049.075,25.800,55.296
2024/01/12 17:01:22,1049.483,25.797,55.308
2024/01/12 17:01:23,1048.783,25.797,55.312
2024/01/12 17:01:24,1048.083,25.797,55.320
2024/01/12 17:01:25,1048.783,25.797,55.312
2024/01/12 17:01:26,1049.483,25.797,55.320
2024/01/12 17:01:27,1048.492,25.797,55.316
2024/01/12 17:01:28,1047.267,25.797,55.308
2024/01/12 17:01:29,1048.783,25.797,55.304
2024/01/12 17:01:30,1049.483,25.797,55.304
2024/01/12 17:01:31,1048.200,25.797,55.316
2024/01/12 17:01:32,1047.558,25.800,55.328
2024/01/12 17:01:33,1047.967,25.800,55.316
2024/01/12 17:01:34,1050.125,25.797,55.300
2024/01/12 17:01:35,1047.967,25.793,55.276
2024/01/12 17:01:36,1048.783,25.783,55.344
2024/01/12 17:01:37,1050.008,25.780,55.340
2024/01/12 17:01:38,1049.600,25.780,55.336
2024/01/12 17:01:39,1048.958,25.783,55.344
2024/01/12 17:01:40,1049.483,25.783,55.352
2024/01/12 17:01:41,1050.008,25.787,55.304
2024/01/12 17:01:42,1049.075,25.793,55.328
2024/01/12 17:01:43,1048.083,25.797,55.328
2024/01/12 17:01:44,1049.483,25.797,55.312
2024/01/12 17:01:45,1049.600,25.803,55.316
2024/01/12 17:01:46,1048.608,25.807,55.328
2024/01/12 17:01:47,1048.492,25.807,55.340
2024/01/12 17:01:48,1049.600,25.807,55.340
2024/01/12 17:01:49,1048.900,25.807,55.328
2024/01/12 17:01:50,1048.375,25.810,55.340
2024/01/12 17:01:51,1048.375,25.810,55.332
2024/01/12 17:01:52,1048.783,25.810,55.340
2024/01/12 17:01:53,1049.075,25.813,55.340
2024/01/12 17:01:54,1048.608,25.813,55.340
2024/01/12 17:01:55,1048.667,25.817,55.328
2024/01/12 17:01:56,1049.192,25.817,55.332
2024/01/12 17:01:57,1048.258,25.817,55.328
2024/01/12 17:01:58,1048.492,25.817,55.336
2024/01/12 17:01:59,1048.783,25.817,55.340
2024/01/12 17:02:00,1049.075,25.820,55.344
2024/01/12 17:02:01,1048.783,25.820,55.328
2024/01/12 17:02:02,1047.850,25.817,55.328
2024/01/12 17:02:03,1047.675,25.817,55.320
2024/01/12 17:02:04,1046.742,25.817,55.336
2024/01/12 17:02:05,1047.850,25.817,55.344
2024/01/12 17:02:06,1046.975,25.820,55.316
2024/01/12 17:02:07,1047.558,25.817,55.344
2024/01/12 17:02:08,1048.958,25.817,55.336
2024/01/12 17:02:09,1050.125,25.820,55.332
2024/01/12 17:02:10,1049.717,25.813,55.328
2024/01/12 17:02:11,1049.308,25.813,55.336
2024/01/12 17:02:12,1049.717,25.813,55.336
2024/01/12 17:02:13,1049.483,25.810,55.324
2024/01/12 17:02:14,1050.125,25.813,55.332
2024/01/12 17:02:15,1049.192,25.813,55.324
2024/01/12 17:02:16,1048.783,25.817,55.324
2024/01/12 17:02:17,1049.075,25.813,55.340
2024/01/12 17:02:18,1050.883,25.817,55.344
2024/01/12 17:02:19,1049.775,25.817,55.340
2024/01/12 17:02:20,1049.892,25.817,55.324
2024/01/12 17:02:21,1049.075,25.817,55.324
2024/01/12 17:02:22,1047.850,25.817,55.332
2024/01/12 17:02:23,1045.342,25.817,55.324
2024/01/12 17:02:24,1047.675,25.817,55.324
2024/01/12 17:02:25,1048.375,25.813,55.328
2024/01/12 17:02:26,1047.792,25.813,55.320
2024/01/12 17:02:27,1050.883,25.817,55.336
2024/01/12 17:02:28,1048.492,25.813,55.332
2024/01/12 17:02:29,1049.367,25.817,55.344
2024/01/12 17:02:30,1048.083,25.817,55.336
2024/01/12 17:02:31,1048.258,25.817,55.340
2024/01/12 17:02:32,1047.967,25.817,55.328
2024/01/12 17:02:33,1047.850,25.810,55.328
2024/01/12 17:02:34,1047.967,25.810,55.328
2024/01/12 17:02:35,1048.083,25.810,55.328
2024/01/12 17:02:36,1048.083,25.807,55.316
2024/01/12 17:02:37,1048.492,25.803,55.300
2024/01/12 17:02:38,1048.783,25.800,55.320
2024/01/12 17:02:39,1049.075,25.800,55.304
2024/01/12 17:02:40,1049.892,25.800,55.320
2024/01/12 17:02:41,1049.600,25.800,55.324
2024/01/12 17:02:42,1049.367,25.800,55.328
2024/01/12 17:02:43,1050.300,25.800,55.320
2024/01/12 17:02:44,1049.892,25.803,55.320
2024/01/12 17:02:45,1051.233,25.803,55.308
2024/01/12 17:02:46,1049.075,25.803,55.304
2024/01/12 17:02:47,1050.533,25.803,55.324
2024/01/12 17:02:48,1051.000,25.803,55.320
2024/01/12 17:02:49,1051.408,25.803,55.320
2024/01/12 17:02:50,1051.117,25.803,55.308
2024/01/12 17:02:51,1050.533,25.803,55.308
2024/01/12 17:02:52,1051.000,25.803,55.296
2024/01/12 17:02:53,1050.708,25.800,55.324
2024/01/12 17:02:54,1050.825,25.803,55.324
2024/01/12 17:02:55,1050.825,25.807,55.316
2024/01/12 17:02:56,1050.883,25.810,55.324
2024/01/12 17:02:57,1051.233,25.807,55.328
2024/01/12 17:02:58,1049.483,25.813,55.340
2024/01/12 17:02:59,1048.608,25.813,55.328
2024/01/12 17:03:00,1047.675,25.813,55.320
2024/01/12 17:03:01,1048.083,25.813,55.324
2024/01/12 17:03:02,1050.417,25.813,55.312
2024/01/12 17:03:03,1050.417,25.807,55.336
2024/01/12 17:03:04,1050.533,25.807,55.328
2024/01/12 17:03:05,1051.233,25.803,55.308
2024/01/12 17:03:06,1051.233,25.803,55.300
2024/01/12 17:03:07,1050.825,25.803,55.308
2024/01/12 17:03:08,1050.300,25.800,55.316
2024/01/12 17:03:09,1051.000,25.800,55.324
2024/01/12 17:03:10,1050.592,25.800,55.300
2024/01/12 17:03:11,1051.000,25.800,55.308
2024/01/12 17:03:12,1051.525,25.803,55.304
2024/01/12 17:03:13,1050.592,25.800,55.296
2024/01/12 17:03:14,1050.417,25.803,55.320
2024/01/12 17:03:15,1050.183,25.800,55.300
2024/01/12 17:03:16,1051.408,25.800,55.312
2024/01/12 17:03:17,1049.600,25.803,55.296
2024/01/12 17:03:18,1049.892,25.803,55.320
2024/01/12 17:03:19,1049.892,25.803,55.320
2024/01/12 17:03:20,1051.117,25.803,55.320
2024/01/12 17:03:21,1049.308,25.803,55.324
2024/01/12 17:03:22,1049.775,25.800,55.316
2024/01/12 17:03:23,1051.233,25.803,55.324
2024/01/12 17:03:24,1051.117,25.803,55.312
2024/01/12 17:03:25,1050.708,25.803,55.308
2024/01/12 17:03:26,1050.300,25.803,55.324
2024/01/12 17:03:27,1049.192,25.800,55.320
2024/01/12 17:03:28,1048.375,25.803,55.304
2024/01/12 17:03:29,1047.267,25.807,55.328
2024/01/12 17:03:30,1047.675,25.810,55.324
2024/01/12 17:03:31,1047.092,25.813,55.344
2024/01/12 17:03:32,1046.567,25.827,55.328
2024/01/12 17:03:33,1046.158,25.827,55.328
2024/01/12 17:03:34,1046.683,25.823,55.312
2024/01/12 17:03:35,1047.792,25.813,55.300
2024/01/12 17:03:36,1046.742,25.800,55.264
2024/01/12 17:03:37,1047.442,25.783,55.312
2024/01/12 17:03:38,1047.675,25.777,55.320
2024/01/12 17:03:39,1047.967,25.773,55.312
2024/01/12 17:03:40,1047.675,25.773,55.336
2024/01/12 17:03:41,1047.850,25.777,55.328
2024/01/12 17:03:42,1048.608,25.787,55.304
2024/01/12 17:03:43,1047.383,25.797,55.324
2024/01/12 17:03:44,1048.492,25.803,55.308
2024/01/12 17:03:45,1048.783,25.803,55.324
2024/01/12 17:03:46,1048.608,25.807,55.300
2024/01/12 17:03:47,1049.192,25.807,55.308
2024/01/12 17:03:48,1048.258,25.810,55.316
2024/01/12 17:03:49,1048.783,25.810,55.316
2024/01/12 17:03:50,1049.075,25.810,55.316
2024/01/12 17:03:51,1048.783,25.803,55.296
2024/01/12 17:03:52,1048.083,25.800,55.304
2024/01/12 17:03:53,1048.667,25.800,55.300
2024/01/12 17:03:54,1048.375,25.797,55.292
2024/01/12 17:03:55,1048.083,25.797,55.280
2024/01/12 17:03:56,1048.608,25.790,55.308
2024/01/12 17:03:57,1047.675,25.790,55.300
2024/01/12 17:03:58,1048.083,25.793,55.272
2024/01/12 17:03:59,1047.967,25.793,55.292
2024/01/12 17:04:00,1048.783,25.790,55.304
2024/01/12 17:04:01,1048.492,25.790,55.280
2024/01/12 17:04:02,1046.975,25.790,55.300
2024/01/12 17:04:03,1047.967,25.790,55.292
2024/01/12 17:04:04,1049.483,25.790,55.304
2024/01/12 17:04:05,1051.933,25.793,55.324
2024/01/12 17:04:06,1049.892,25.797,55.312
2024/01/12 17:04:07,1046.450,25.797,55.304
2024/01/12 17:04:08,1047.558,25.803,55.308
2024/01/12 17:04:09,1048.492,25.803,55.312
2024/01/12 17:04:10,1047.383,25.803,55.324
2024/01/12 17:04:11,1047.675,25.807,55.324
2024/01/12 17:04:12,1047.675,25.810,55.324
2024/01/12 17:04:13,1049.367,25.810,55.288
2024/01/12 17:04:14,1047.792,25.807,55.320
2024/01/12 17:04:15,1049.308,25.807,55.288
2024/01/12 17:04:16,1048.608,25.807,55.284
2024/01/12 17:04:17,1049.483,25.807,55.312
2024/01/12 17:04:18,1048.492,25.807,55.328
2024/01/12 17:04:19,1051.817,25.807,55.324
2024/01/12 17:04:20,1052.342,25.810,55.312
2024/01/12 17:04:21,1052.808,25.810,55.304
2024/01/12 17:04:22,1052.633,25.807,55.316
2024/01/12 17:04:23,1053.450,25.807,55.312
2024/01/12 17:04:24,1050.183,25.810,55.312
2024/01/12 17:04:25,1049.075,25.810,55.320
2024/01/12 17:04:26,1048.783,25.810,55.324
2024/01/12 17:04:27,1048.783,25.807,55.304
2024/01/12 17:04:28,1046.042,25.807,55.312
2024/01/12 17:04:29,1046.975,25.803,55.308
2024/01/12 17:04:30,1045.167,25.803,55.304
2024/01/12 17:04:31,1047.442,25.800,55.288
2024/01/12 17:04:32,1045.750,25.793,55.276
2024/01/12 17:04:33,1046.042,25.790,55.288
2024/01/12 17:04:34,1046.683,25.787,55.272
2024/01/12 17:04:35,1046.158,25.783,55.332
2024/01/12 17:04:36,1046.567,25.780,55.328
2024/01/12 17:04:37,1045.050,25.780,55.332
2024/01/12 17:04:38,1045.925,25.783,55.324
2024/01/12 17:04:39,1045.342,25.777,55.332
2024/01/12 17:04:40,1045.342,25.777,55.328
2024/01/12 17:04:41,1044.817,25.777,55.332
2024/01/12 17:04:42,1044.817,25.783,55.336
2024/01/12 17:04:43,1042.892,25.793,55.248
2024/01/12 17:04:44,1044.233,25.800,55.248
2024/01/12 17:04:45,1045.050,25.800,55.240
2024/01/12 17:04:46,1046.275,25.797,55.256
2024/01/12 17:04:47,1046.275,25.803,55.248
2024/01/12 17:04:48,1046.450,25.810,55.256
2024/01/12 17:04:49,1045.867,25.807,55.228
2024/01/12 17:04:50,1047.150,25.800,55.224
2024/01/12 17:04:51,1047.092,25.797,55.220
2024/01/12 17:04:52,1047.675,25.797,55.220
2024/01/12 17:04:53,1047.967,25.797,55.220
2024/01/12 17:04:54,1047.558,25.797,55.244
2024/01/12 17:04:55,1047.675,25.797,55.240
2024/01/12 17:04:56,1047.442,25.800,55.216
2024/01/12 17:04:57,1045.750,25.800,55.204
2024/01/12 17:04:58,1048.200,25.797,55.208
2024/01/12 17:04:59,1044.233,25.787,55.232
2024/01/12 17:05:00,1046.275,25.790,55.244
2024/01/12 17:05:01,1046.158,25.803,55.240
2024/01/12 17:05:02,1046.858,25.810,55.240
2024/01/12 17:05:03,1046.450,25.810,55.224
2024/01/12 17:05:04,1046.275,25.803,55.216
2024/01/12 17:05:05,1046.567,25.800,55.224
2024/01/12 17:05:06,1046.975,25.797,55.204
2024/01/12 17:05:07,1047.383,25.790,55.188
2024/01/12 17:05:08,1047.675,25.787,55.220
2024/01/12 17:05:09,1046.683,25.790,55.220
2024/01/12 17:05:10,1043.125,25.793,55.180
2024/01/12 17:05:11,1043.417,25.793,55.220
2024/01/12 17:05:12,1046.683,25.797,55.188
2024/01/12 17:05:13,1046.567,25.800,55.208
2024/01/12 17:05:14,1043.592,25.800,54.948
2024/01/12 17:05:15,1044.525,25.800,55.364
2024/01/12 17:05:16,1045.750,25.803,55.336
2024/01/12 17:05:17,1045.342,25.803,55.348
2024/01/12 17:05:18,1046.450,25.807,55.328
2024/01/12 17:05:19,1043.650,25.803,55.344
2024/01/12 17:05:20,1043.942,25.807,55.336
2024/01/12 17:05:21,1044.233,25.810,55.360
2024/01/12 17:05:22,1044.117,25.813,55.344
2024/01/12 17:05:23,1045.342,25.810,55.328
2024/01/12 17:05:24,1046.333,25.810,55.344
2024/01/12 17:05:25,1045.633,25.807,55.304
2024/01/12 17:05:26,1046.042,25.803,55.332
2024/01/12 17:05:27,1044.817,25.800,55.300
2024/01/12 17:05:28,1045.342,25.793,55.304
2024/01/12 17:05:29,1052.225,25.787,55.304
2024/01/12 17:05:30,1048.375,25.787,55.320
2024/01/12 17:05:31,1050.183,25.793,55.320
2024/01/12 17:05:32,1050.300,25.793,55.308
2024/01/12 17:05:33,1051.000,25.790,55.304
2024/01/12 17:05:34,1049.308,25.787,55.292
2024/01/12 17:05:35,1050.708,25.780,55.360
2024/01/12 17:05:36,1049.075,25.783,55.372
2024/01/12 17:05:37,1051.408,25.787,55.324
2024/01/12 17:05:38,1049.600,25.790,55.304
2024/01/12 17:05:39,1050.533,25.787,55.312
2024/01/12 17:05:40,1048.900,25.787,55.320
2024/01/12 17:05:41,1043.008,25.790,55.324
2024/01/12 17:05:42,1046.450,25.790,55.340
2024/01/12 17:05:43,1043.592,25.800,55.324
2024/01/12 17:05:44,1051.700,25.800,55.328
2024/01/12 17:05:45,1044.525,25.800,55.340
2024/01/12 17:05:46,1049.192,25.800,55.352
2024/01/12 17:05:47,1045.867,25.803,55.332
2024/01/12 17:05:48,1045.633,25.807,55.356
2024/01/12 17:05:49,1044.525,25.813,55.348
2024/01/12 17:05:50,1044.117,25.813,55.344
2024/01/12 17:05:51,1045.225,25.817,55.356
2024/01/12 17:05:52,1044.525,25.813,55.348
2024/01/12 17:05:53,1044.525,25.813,55.352
2024/01/12 17:05:54,1044.117,25.810,55.308
2024/01/12 17:05:55,1044.525,25.807,55.320
2024/01/12 17:05:56,1043.825,25.803,55.328
2024/01/12 17:05:57,1044.525,25.803,55.336
2024/01/12 17:05:58,1044.933,25.803,55.332
2024/01/12 17:05:59,1045.050,25.807,55.332
2024/01/12 17:06:00,1044.933,25.807,55.340
2024/01/12 17:06:01,1043.533,25.807,55.336
2024/01/12 17:06:02,1043.942,25.807,55.340
2024/01/12 17:06:03,1043.592,25.810,55.344
2024/01/12 17:06:04,1043.708,25.810,55.312
2024/01/12 17:06:05,1044.350,25.813,55.336
2024/01/12 17:06:06,1043.942,25.813,55.324
2024/01/12 17:06:07,1042.892,25.810,55.340
2024/01/12 17:06:08,1044.525,25.813,55.348
2024/01/12 17:06:09,1043.008,25.813,55.340
2024/01/12 17:06:10,1044.117,25.813,55.336
2024/01/12 17:06:11,1043.417,25.813,55.336
2024/01/12 17:06:12,1045.342,25.813,55.360
2024/01/12 17:06:13,1044.933,25.813,55.356
2024/01/12 17:06:14,1045.050,25.813,55.364
2024/01/12 17:06:15,1044.933,25.813,55.372
2024/01/12 17:06:16,1044.933,25.817,55.368
2024/01/12 17:06:17,1043.125,25.820,55.376
2024/01/12 17:06:18,1043.008,25.823,55.376
2024/01/12 17:06:19,1043.008,25.827,55.380
2024/01/12 17:06:20,1044.350,25.830,55.384
2024/01/12 17:06:21,1043.242,25.830,55.388
2024/01/12 17:06:22,1043.825,25.830,55.380
2024/01/12 17:06:23,1043.825,25.830,55.380
2024/01/12 17:06:24,1044.233,25.830,55.376
2024/01/12 17:06:25,1043.708,25.833,55.388
2024/01/12 17:06:26,1043.300,25.833,55.380
2024/01/12 17:06:27,1043.533,25.837,55.392
2024/01/12 17:06:28,1043.417,25.833,55.392
2024/01/12 17:06:29,1042.717,25.837,55.400
2024/01/12 17:06:30,1043.417,25.840,55.336
2024/01/12 17:06:31,1043.125,25.843,55.344
2024/01/12 17:06:32,1043.825,25.843,55.348
2024/01/12 17:06:33,1044.233,25.847,55.352
2024/01/12 17:06:34,1044.642,25.847,55.348
2024/01/12 17:06:35,1044.933,25.850,55.336
2024/01/12 17:06:36,1046.567,25.850,55.348
2024/01/12 17:06:37,1047.850,25.850,55.352
2024/01/12 17:06:38,1047.675,25.847,55.348
2024/01/12 17:06:39,1045.225,25.847,55.344
2024/01/12 17:06:40,1043.300,25.850,55.348
2024/01/12 17:06:41,1052.808,25.850,55.356
2024/01/12 17:06:42,1050.417,25.847,55.324
2024/01/12 17:06:43,1053.042,25.843,55.340
2024/01/12 17:06:44,1050.008,25.843,55.328
2024/01/12 17:06:45,1047.675,25.840,55.324
2024/01/12 17:06:46,1049.600,25.837,55.376
2024/01/12 17:06:47,1047.967,25.833,55.380
2024/01/12 17:06:48,1044.758,25.837,55.364
2024/01/12 17:06:49,1047.967,25.840,55.324
2024/01/12 17:06:50,1044.933,25.840,55.320
2024/01/12 17:06:51,1049.483,25.840,55.332
2024/01/12 17:06:52,1048.083,25.840,55.320
2024/01/12 17:06:53,1049.192,25.840,55.316
2024/01/12 17:06:54,1049.600,25.837,55.360
2024/01/12 17:06:55,1048.667,25.833,55.360
2024/01/12 17:06:56,1052.342,25.830,55.356
2024/01/12 17:06:57,1052.225,25.827,55.352
2024/01/12 17:06:58,1057.883,25.823,55.352
2024/01/12 17:06:59,1056.600,25.823,55.356
2024/01/12 17:07:00,1056.775,25.820,55.352
2024/01/12 17:07:01,1056.075,25.817,55.336
2024/01/12 17:07:02,1055.142,25.817,55.356
2024/01/12 17:07:03,1054.733,25.817,55.348
2024/01/12 17:07:04,1055.550,25.817,55.360
2024/01/12 17:07:05,1056.775,25.817,55.348
2024/01/12 17:07:06,1055.958,25.817,55.352
2024/01/12 17:07:07,1059.108,25.813,55.340
2024/01/12 17:07:08,1056.775,25.813,55.344
2024/01/12 17:07:09,1058.817,25.810,55.328
2024/01/12 17:07:10,1047.558,25.803,55.324
2024/01/12 17:07:11,1052.517,25.803,55.352
2024/01/12 17:07:12,1051.233,25.813,55.352
2024/01/12 17:07:13,1051.642,25.820,55.360
2024/01/12 17:07:14,1049.892,25.823,55.352
2024/01/12 17:07:15,1047.092,25.823,55.388
2024/01/12 17:07:16,1047.267,25.827,55.356
2024/01/12 17:07:17,1048.200,25.830,55.404
2024/01/12 17:07:18,1048.375,25.843,55.320
2024/01/12 17:07:19,1051.233,25.853,55.336
2024/01/12 17:07:20,1047.967,25.863,55.356
2024/01/12 17:07:21,1050.825,25.877,55.404
2024/01/12 17:07:22,1048.083,25.897,55.372
2024/01/12 17:07:23,1050.008,25.913,55.348
2024/01/12 17:07:24,1049.600,25.913,55.348
2024/01/12 17:07:25,1049.192,25.913,55.364
2024/01/12 17:07:26,1049.600,25.923,55.344
2024/01/12 17:07:27,1049.192,25.927,55.316
2024/01/12 17:07:28,1050.417,25.923,55.312
2024/01/12 17:07:29,1048.900,25.930,55.372
2024/01/12 17:07:30,1047.558,25.940,55.360
2024/01/12 17:07:31,1047.558,25.940,55.276
2024/01/12 17:07:32,1048.608,25.943,55.312
2024/01/12 17:07:33,1048.200,25.953,55.340
2024/01/12 17:07:34,1049.600,25.960,55.348
2024/01/12 17:07:35,1050.533,25.977,55.308
2024/01/12 17:07:36,1050.183,25.983,55.336
2024/01/12 17:07:37,1051.000,26.000,55.108
2024/01/12 17:07:38,1049.192,25.980,55.144
2024/01/12 17:07:39,1051.817,25.987,55.324
2024/01/12 17:07:40,1051.525,26.017,55.288
2024/01/12 17:07:41,1050.300,26.033,55.324
2024/01/12 17:07:42,1050.883,26.040,55.328
2024/01/12 17:07:43,1051.292,26.047,55.360
2024/01/12 17:07:44,1050.533,26.060,55.284
2024/01/12 17:07:45,1049.367,26.073,55.308
2024/01/12 17:07:46,1049.717,26.087,55.332
2024/01/12 17:07:47,1050.183,26.097,55.328
2024/01/12 17:07:48,1051.000,26.103,55.264
2024/01/12 17:07:49,1049.600,26.137,55.344
2024/01/12 17:07:50,1049.717,26.190,55.332
2024/01/12 17:07:51,1050.242,26.243,55.296
2024/01/12 17:07:52,1050.417,26.283,55.244
2024/01/12 17:07:53,1050.300,26.300,55.216
2024/01/12 17:07:54,1051.000,26.307,55.272
2024/01/12 17:07:55,1051.117,26.327,55.240
2024/01/12 17:07:56,1051.117,26.350,55.224
2024/01/12 17:07:57,1050.825,26.373,55.200
2024/01/12 17:07:58,1050.533,26.390,55.168
2024/01/12 17:07:59,1052.750,26.403,55.176
2024/01/12 17:08:00,1050.417,26.410,55.132
2024/01/12 17:08:01,1050.942,26.400,55.188
2024/01/12 17:08:02,1051.933,26.407,55.184
2024/01/12 17:08:03,1051.933,26.417,55.132
2024/01/12 17:08:04,1051.933,26.420,55.132
2024/01/12 17:08:05,1051.642,26.420,55.100
2024/01/12 17:08:06,1052.517,26.423,55.088
2024/01/12 17:08:07,1051.350,26.413,55.108
2024/01/12 17:08:08,1052.108,26.410,55.108
2024/01/12 17:08:09,1052.633,26.403,55.064
2024/01/12 17:08:10,1053.217,26.393,55.100
2024/01/12 17:08:11,1053.333,26.377,55.216
2024/01/12 17:08:12,1053.042,26.357,55.256
2024/01/12 17:08:13,1051.933,26.343,55.252
2024/01/12 17:08:14,1052.225,26.327,55.252
2024/01/12 17:08:15,1050.592,26.303,55.276
2024/01/12 17:08:16,1052.108,26.303,55.304
2024/01/12 17:08:17,1051.525,26.340,55.252
2024/01/12 17:08:18,1053.333,26.360,55.252
2024/01/12 17:08:19,1051.817,26.380,55.232
2024/01/12 17:08:20,1052.517,26.393,55.236
2024/01/12 17:08:21,1058.933,26.403,55.240
2024/01/12 17:08:22,1058.525,26.407,55.228
2024/01/12 17:08:23,1054.850,26.407,55.244
2024/01/12 17:08:24,1056.075,26.407,55.240
2024/01/12 17:08:25,1055.258,26.407,55.224
