  1.9780417e+003  1.0697155e+002  7.0804560e+001  8.4026247e+001  0.0000000e+000  2.9163030e+002  2.8033045e+002  0.0000000e+000  2.4296639e+002  2.8955936e+002
  1.9781250e+003  7.0971552e+001  3.6804560e+001  5.1026247e+001  0.0000000e+000  1.7863030e+002  2.0333045e+002  0.0000000e+000  1.8696639e+002  2.1055936e+002
  1.9782083e+003  4.0971552e+001  2.8045603e+000  1.3026247e+001  1.4908461e+002  6.5630295e+001  4.1330454e+001  0.0000000e+000  2.0966387e+001  4.4559364e+001
  1.9782917e+003 -3.1028448e+001 -8.6195440e+001 -5.2973753e+001  6.5084609e+001  1.3630295e+001 -1.9669546e+001  0.0000000e+000  3.2966387e+001  1.2559364e+001
  1.9783750e+003 -7.0284483e+000 -3.7195440e+001 -1.0397375e+002 -5.9153908e+000 -1.6936970e+002 -1.7666955e+002  0.0000000e+000 -8.0033613e+001 -1.3544064e+002
  1.9784583e+003 -2.0284483e+000 -6.5195440e+001 -1.0997375e+002 -6.2915391e+001 -1.4736970e+002 -1.4666955e+002  0.0000000e+000 -9.2033613e+001 -1.2544064e+002
  1.9785417e+003  4.0971552e+001  9.8045603e+000 -4.1973753e+001  5.4084609e+001 -7.9369705e+001 -1.5166955e+002 -1.3117590e+002 -1.6703361e+002 -1.4344064e+002
  1.9786250e+003  7.6971552e+001  8.4804560e+001  9.0262467e+000  5.9084609e+001 -3.6369705e+001 -9.0669546e+001 -8.6175896e+001 -1.4803361e+002 -6.5440636e+001
  1.9787083e+003  1.1797155e+002  1.0280456e+002  2.9026247e+001  5.4084609e+001 -1.2369705e+001 -9.6695464e+000 -2.6175896e+001 -3.1033613e+001  3.5559364e+001
  1.9787917e+003  1.2397155e+002  1.0580456e+002  3.4026247e+001  7.4084609e+001  5.6302953e+000 -7.9669546e+001 -6.7175896e+001 -1.3203361e+002 -7.7440636e+001
  1.9788750e+003  8.5971552e+001  7.7804560e+001  1.5026247e+001  5.2084609e+001 -1.8369705e+001 -7.3669546e+001 -4.4175896e+001 -1.0303361e+002 -7.1440636e+001
  1.9789583e+003  6.0971552e+001  4.1804560e+001 -2.6973753e+001 -4.9153908e+000 -8.8369705e+001 -6.8669546e+001 -6.5175896e+001 -6.3033613e+001 -5.5440636e+001
  1.9790417e+003  6.6971552e+001 -2.2195440e+001  5.2026247e+001  1.0808461e+002  1.0563030e+002  2.5330454e+001  4.1824104e+001 -6.5033613e+001 -1.4440636e+001
  1.9791250e+003  5.9715517e+000 -1.2338297e+001  3.0262467e+000  6.3084609e+001  8.4201724e+001  1.5633045e+002  1.0082410e+002  1.4396639e+002  1.6855936e+002
  1.9792083e+003 -2.7028448e+001 -2.4811540e+000 -2.9973753e+001  5.0084609e+001  6.2773152e+001  2.8330454e+001  2.8241042e+000  8.9663866e+000 -8.4406365e+000
  1.9792917e+003 -3.4028448e+001  7.3759888e+000 -9.8973753e+001 -3.2915391e+001  4.1344581e+001 -4.5669546e+001 -6.7175896e+001 -5.5033613e+001 -7.3440636e+001
  1.9793750e+003 -1.8028448e+001  1.7233132e+001 -8.2973753e+001 -4.0915391e+001  1.9916010e+001 -1.3466955e+002 -1.5417590e+002 -8.7033613e+001 -1.4244064e+002
  1.9794583e+003  1.6971552e+001  2.7090275e+001 -7.5973753e+001 -2.1915391e+001 -1.5125619e+000 -2.1266955e+002 -1.9017590e+002 -2.2403361e+002 -2.0744064e+002
  1.9795417e+003  5.2971552e+001  3.6947417e+001 -2.5973753e+001  7.0846092e+000 -2.2941133e+001 -1.1366955e+002 -9.9175896e+001 -1.5703361e+002 -8.2440636e+001
  1.9796250e+003  9.1971552e+001  4.6804560e+001 -9.7375328e-001  3.5084609e+001 -4.4369705e+001 -1.0066955e+002 -8.8175896e+001 -1.8503361e+002 -1.1244064e+002
  1.9797083e+003  1.1997155e+002  2.5804560e+001  1.7026247e+001  6.1084609e+001  4.6302953e+000 -2.8669546e+001 -1.1758958e+000 -9.8033613e+001 -1.7440636e+001
  1.9797917e+003  6.4971552e+001  3.4804560e+001  2.0262467e+000  6.4084609e+001  5.5630295e+001  4.3330454e+001  5.1824104e+001 -2.5033613e+001  5.3559364e+001
