12/01/2024 10:51:17, 20.69008, 90.45371
12/01/2024 10:51:47, 20.69006, 90.45382
12/01/2024 10:52:17, 20.69003, 90.45419
12/01/2024 10:52:47, 20.69014, 90.45429
12/01/2024 10:53:17, 20.69019, 90.45449
12/01/2024 10:53:47, 20.69014, 90.45477
12/01/2024 10:54:17, 20.69008, 90.45493
12/01/2024 10:54:47, 20.69008, 90.45501
12/01/2024 10:55:17, 20.69015, 90.45507
12/01/2024 10:55:47, 20.69024, 90.45511
12/01/2024 10:56:17, 20.69019, 90.45525
12/01/2024 10:56:47, 20.69017, 90.45522
12/01/2024 10:57:17, 20.69027, 90.45521
12/01/2024 10:57:47, 20.69039, 90.45522
12/01/2024 10:58:17, 20.69050, 90.45521
12/01/2024 10:58:47, 20.69060, 90.45521
12/01/2024 10:59:16, 20.69068, 90.45523
12/01/2024 10:59:46, 20.69076, 90.45527
12/01/2024 11:00:17, 20.69082, 90.45532
12/01/2024 11:00:47, 20.69076, 90.45540
12/01/2024 11:01:17, 20.69072, 90.45542
12/01/2024 11:01:47, 20.69072, 90.45544
12/01/2024 11:02:17, 20.69073, 90.45546
12/01/2024 11:02:47, 20.69075, 90.45540
12/01/2024 11:03:17, 20.69074, 90.45534
12/01/2024 11:03:47, 20.69066, 90.45527
12/01/2024 11:04:17, 20.69062, 90.45525
12/01/2024 11:04:47, 20.69052, 90.45514
12/01/2024 11:05:17, 20.69062, 90.45513
12/01/2024 11:05:47, 20.69063, 90.45530
12/01/2024 11:06:17, 20.69068, 90.45537
12/01/2024 11:06:47, 20.69077, 90.45543
12/01/2024 11:07:17, 20.69085, 90.45556
12/01/2024 11:07:47, 20.69081, 90.45590
12/01/2024 11:08:17, 20.69068, 90.45622
12/01/2024 11:08:47, 20.69060, 90.45627
12/01/2024 11:09:17, 20.69039, 90.45610
12/01/2024 11:09:47, 20.69039, 90.45568
12/01/2024 11:10:17, 20.69039, 90.45523
12/01/2024 11:10:47, 20.69032, 90.45485
12/01/2024 11:11:17, 20.69003, 90.45489
12/01/2024 11:11:47, 20.68998, 90.45527
12/01/2024 11:12:17, 20.68986, 90.45561
12/01/2024 11:12:47, 20.68967, 90.45588
12/01/2024 11:13:17, 20.68946, 90.45573
12/01/2024 11:13:47, 20.68922, 90.45556
12/01/2024 11:14:17, 20.68929, 90.45514
12/01/2024 11:14:47, 20.68939, 90.45471
12/01/2024 11:15:17, 20.68922, 90.45448
12/01/2024 11:15:18, 20.68921, 90.45449
12/01/2024 11:15:48, 20.68902, 90.45481
12/01/2024 11:16:16, 20.68897, 90.45518
12/01/2024 11:16:46, 20.68895, 90.45552
12/01/2024 11:17:16, 20.68866, 90.45550
12/01/2024 11:17:46, 20.68852, 90.45526
12/01/2024 11:18:16, 20.68856, 90.45485
12/01/2024 11:18:46, 20.68860, 90.45444
12/01/2024 11:19:16, 20.68846, 90.45415
12/01/2024 11:19:46, 20.68816, 90.45401
12/01/2024 11:20:16, 20.68805, 90.45431
12/01/2024 11:20:46, 20.68801, 90.45468
12/01/2024 11:21:16, 20.68790, 90.45501
12/01/2024 11:21:46, 20.68763, 90.45510
12/01/2024 11:22:16, 20.68744, 90.45503
12/01/2024 11:22:46, 20.68741, 90.45477
12/01/2024 11:23:16, 20.68743, 90.45436
12/01/2024 11:23:46, 20.68746, 90.45396
12/01/2024 11:24:16, 20.68744, 90.45359
12/01/2024 11:24:46, 20.68711, 90.45352
12/01/2024 11:25:16, 20.68700, 90.45388
12/01/2024 11:25:46, 20.68687, 90.45423
12/01/2024 11:26:16, 20.68669, 90.45452
12/01/2024 11:26:46, 20.68643, 90.45440
12/01/2024 11:27:16, 20.68638, 90.45404
12/01/2024 11:27:46, 20.68647, 90.45365
12/01/2024 11:28:16, 20.68656, 90.45328
12/01/2024 11:28:46, 20.68638, 90.45325
12/01/2024 11:29:16, 20.68615, 90.45358
12/01/2024 11:29:46, 20.68588, 90.45378
12/01/2024 11:30:16, 20.68576, 90.45354
12/01/2024 11:30:46, 20.68590, 90.45323
12/01/2024 11:31:16, 20.68607, 90.45299
12/01/2024 11:31:46, 20.68577, 90.45299
12/01/2024 11:32:16, 20.68548, 90.45321
12/01/2024 11:32:46, 20.68519, 90.45317
12/01/2024 11:33:16, 20.68535, 90.45292
12/01/2024 11:33:46, 20.68563, 90.45274
12/01/2024 11:34:16, 20.68558, 90.45243
12/01/2024 11:34:46, 20.68527, 90.45244
12/01/2024 11:35:16, 20.68497, 90.45262
12/01/2024 11:35:46, 20.68473, 90.45250
12/01/2024 11:36:16, 20.68493, 90.45226
12/01/2024 11:36:46, 20.68528, 90.45218
12/01/2024 11:37:16, 20.68538, 90.45197
12/01/2024 11:37:46, 20.68536, 90.45183
12/01/2024 11:38:16, 20.68523, 90.45191
12/01/2024 11:38:46, 20.68481, 90.45197
12/01/2024 11:39:16, 20.68440, 90.45206
12/01/2024 11:39:46, 20.68412, 90.45180
12/01/2024 11:40:16, 20.68439, 90.45162
12/01/2024 11:40:46, 20.68475, 90.45150
12/01/2024 11:41:16, 20.68514, 90.45140
12/01/2024 11:41:46, 20.68524, 90.45117
12/01/2024 11:42:16, 20.68491, 90.45106
12/01/2024 11:42:46, 20.68452, 90.45102
12/01/2024 11:43:16, 20.68432, 90.45084
12/01/2024 11:43:46, 20.68447, 90.45065
12/01/2024 11:44:16, 20.68484, 90.45062
12/01/2024 11:44:46, 20.68522, 90.45071
12/01/2024 11:45:16, 20.68544, 90.45052
12/01/2024 11:45:46, 20.68525, 90.45020
12/01/2024 11:46:16, 20.68502, 90.44992
