Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 20/01/2022
TIME       : 00:22:39
FILENAME   : C:\Users\CEMIE\Downloads\Chelem_practica ENES 20220119\CSV\chelem_practica_220120002238_V6105.CSV
CREATED BY : Diver-Office 10.0.0.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..36-V6105  317.
  Instrument number       =          UTC+0     
                          =0
  Location                =chelem_practica
  Sample period           =S01
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.00    cm
  Range                   =10750.00  cm
  Master level            =10750     CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


[Series settings]
  Serial number           =..36-V6105  317.
  Instrument number       =          UTC+0     
  Location                =chelem_practica
  Sample period           =00 00:00:01 0
  Sample method           =T   
  Start date / time       =00:30:15 19/01/22
  End date / time         =04:44:19 19/01/22
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.00    cm
  Range                   =10750.00  cm
  Master level            =10750     CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


Date/time,Pressure[cm],Temperature[°C],1:Conductivity[mS/cm]
2022/01/19 17:09:30,1056.83,22.363,44.204
2022/01/19 17:09:31,1056.47,22.370,44.208
2022/01/19 17:09:32,1055.75,22.377,44.216
2022/01/19 17:09:33,1056.47,22.387,44.248
2022/01/19 17:09:34,1057.54,22.387,44.248
2022/01/19 17:09:35,1057.54,22.390,44.272
2022/01/19 17:09:36,1057.54,22.383,44.304
2022/01/19 17:09:37,1059.69,22.370,44.292
2022/01/19 17:09:38,1056.83,22.363,44.288
2022/01/19 17:09:39,1059.69,22.370,44.236
2022/01/19 17:09:40,1057.18,22.393,44.240
2022/01/19 17:09:41,1060.77,22.407,44.200
2022/01/19 17:09:42,1058.98,22.420,44.184
2022/01/19 17:09:43,1058.62,22.440,44.152
2022/01/19 17:09:44,1058.98,22.473,44.256
2022/01/19 17:09:45,1060.77,22.440,44.228
2022/01/19 17:09:46,1058.62,22.440,44.164
2022/01/19 17:09:47,1060.77,22.457,44.164
2022/01/19 17:09:48,1058.98,22.470,44.204
2022/01/19 17:09:49,1059.69,22.467,44.224
2022/01/19 17:09:50,1059.69,22.457,44.204
2022/01/19 17:09:51,1059.69,22.457,44.192
2022/01/19 17:09:52,1060.77,22.460,44.176
2022/01/19 17:09:53,1060.05,22.473,44.172
2022/01/19 17:09:54,1056.83,22.480,44.176
2022/01/19 17:09:55,1059.69,22.490,44.148
2022/01/19 17:09:56,1058.98,22.503,44.136
2022/01/19 17:09:57,1058.62,22.560,44.092
2022/01/19 17:09:58,1059.69,22.540,44.288
2022/01/19 17:09:59,1057.90,22.420,44.220
2022/01/19 17:10:00,1056.83,22.497,44.200
2022/01/19 17:10:01,1054.68,22.443,44.064
2022/01/19 17:10:02,1055.03,22.450,44.308
2022/01/19 17:10:03,1054.32,22.287,44.376
2022/01/19 17:10:04,1052.53,22.367,44.332
2022/01/19 17:10:05,1055.39,22.283,44.340
2022/01/19 17:10:06,1055.39,22.260,44.332
2022/01/19 17:10:07,1053.96,22.243,44.272
2022/01/19 17:10:08,1060.05,22.240,44.260
2022/01/19 17:10:09,1056.47,22.317,44.260
2022/01/19 17:10:10,1055.75,22.323,44.204
2022/01/19 17:10:11,1051.81,22.393,44.124
2022/01/19 17:10:12,1050.38,22.390,43.960
2022/01/19 17:10:13,1046.43,22.497,43.076
2022/01/19 17:10:14,1041.42,22.443,40.092
2022/01/19 17:10:15,1038.19,22.377,32.488
2022/01/19 17:10:16,1039.63,22.243,27.948
2022/01/19 17:10:17,1036.76,22.203,28.360
2022/01/19 17:10:18,1036.04,22.207,24.016
2022/01/19 17:10:19,1036.76,22.227,18.444
2022/01/19 17:10:20,1037.83,22.200,13.032
2022/01/19 17:10:21,1037.83,22.177,15.608
2022/01/19 17:10:22,1036.40,22.190,17.556
2022/01/19 17:10:23,1037.12,22.213,13.916
2022/01/19 17:10:24,1036.04,22.273,10.936
2022/01/19 17:10:25,1037.12,22.220,13.252
2022/01/19 17:10:26,1035.68,22.257,10.860
2022/01/19 17:10:27,1036.04,22.270,13.452
2022/01/19 17:10:28,1036.04,22.223,12.792
2022/01/19 17:10:29,1036.04,22.323,13.844
2022/01/19 17:10:30,1034.97,22.460,11.772
2022/01/19 17:10:31,1036.04,22.483,11.684
2022/01/19 17:10:32,1037.12,22.240,13.276
2022/01/19 17:10:33,1036.76,22.177,12.820
2022/01/19 17:10:34,1037.12,22.160,13.564
2022/01/19 17:10:35,1036.76,22.157,11.492
2022/01/19 17:10:36,1037.12,22.220,12.520
2022/01/19 17:10:37,1036.04,22.343,13.144
2022/01/19 17:10:38,1036.04,22.423,12.284
2022/01/19 17:10:39,1034.97,22.400,12.692
2022/01/19 17:10:40,1035.68,22.463,11.008
2022/01/19 17:10:41,1035.68,22.437,12.044
2022/01/19 17:10:42,1036.76,22.333,10.964
2022/01/19 17:10:43,1036.76,22.333,10.812
2022/01/19 17:10:44,1036.40,22.313,11.508
2022/01/19 17:10:45,1036.76,22.350,10.900
2022/01/19 17:10:46,1037.12,22.347,12.772
2022/01/19 17:10:47,1036.04,22.327,11.548
2022/01/19 17:10:48,1037.12,22.337,11.760
2022/01/19 17:10:49,1036.76,22.387,10.532
2022/01/19 17:10:50,1036.04,22.380,12.936
2022/01/19 17:10:51,1037.12,22.367,12.364
2022/01/19 17:10:52,1036.40,22.313,10.608
2022/01/19 17:10:53,1036.76,22.333,10.892
2022/01/19 17:10:54,1036.04,22.380,10.928
2022/01/19 17:10:55,1036.40,22.340,10.820
2022/01/19 17:10:56,1036.40,22.340,11.568
2022/01/19 17:10:57,1036.04,22.347,11.056
2022/01/19 17:10:58,1036.04,22.360,12.012
2022/01/19 17:10:59,1036.76,22.373,10.824
2022/01/19 17:11:00,1037.12,22.470,10.516
2022/01/19 17:11:01,1036.04,22.400,11.816
2022/01/19 17:11:02,1036.76,22.410,12.076
2022/01/19 17:11:03,1037.12,22.427,11.964
2022/01/19 17:11:04,1037.12,22.420,11.544
2022/01/19 17:11:05,1036.40,22.417,10.716
2022/01/19 17:11:06,1036.40,22.397,12.260
2022/01/19 17:11:07,1036.04,22.377,11.092
2022/01/19 17:11:08,1036.04,22.363,11.612
2022/01/19 17:11:09,1036.76,22.373,13.708
2022/01/19 17:11:10,1036.04,22.327,11.928
2022/01/19 17:11:11,1036.04,22.357,10.836
2022/01/19 17:11:12,1036.76,22.353,13.156
2022/01/19 17:11:13,1036.76,22.297,12.380
2022/01/19 17:11:14,1036.04,22.277,12.800
2022/01/19 17:11:15,1036.04,22.290,12.036
2022/01/19 17:11:16,1036.04,22.377,14.012
2022/01/19 17:11:17,1036.04,22.413,11.208
2022/01/19 17:11:18,1035.33,22.397,12.644
2022/01/19 17:11:19,1036.76,22.467,12.484
2022/01/19 17:11:20,1037.12,22.473,12.204
2022/01/19 17:11:21,1036.76,22.440,13.624
2022/01/19 17:11:22,1037.12,22.447,13.400
2022/01/19 17:11:23,1036.76,22.387,12.836
2022/01/19 17:11:24,1036.76,22.463,11.524
2022/01/19 17:11:25,1036.76,22.490,12.536
2022/01/19 17:11:26,1036.76,22.490,13.408
2022/01/19 17:11:27,1036.76,22.467,10.392
2022/01/19 17:11:28,1037.12,22.473,12.236
2022/01/19 17:11:29,1036.76,22.440,12.724
2022/01/19 17:11:30,1036.76,22.403,11.640
2022/01/19 17:11:31,1035.68,22.383,10.964
2022/01/19 17:11:32,1036.76,22.403,13.080
2022/01/19 17:11:33,1036.76,22.373,12.144
2022/01/19 17:11:34,1036.76,22.370,10.812
2022/01/19 17:11:35,1036.04,22.327,11.252
2022/01/19 17:11:36,1036.04,22.310,13.056
2022/01/19 17:11:37,1036.04,22.307,13.632
2022/01/19 17:11:38,1036.40,22.340,13.588
2022/01/19 17:11:39,1036.76,22.387,12.544
2022/01/19 17:11:40,1037.12,22.443,13.224
2022/01/19 17:11:41,1037.83,22.353,12.668
2022/01/19 17:11:42,1036.04,22.327,12.528
2022/01/19 17:11:43,1036.76,22.370,13.800
2022/01/19 17:11:44,1036.76,22.410,13.672
2022/01/19 17:11:45,1036.76,22.373,14.760
2022/01/19 17:11:46,1036.76,22.317,12.264
2022/01/19 17:11:47,1037.83,22.333,14.140
2022/01/19 17:11:48,1036.04,22.337,14.740
2022/01/19 17:11:49,1036.04,22.377,12.260
2022/01/19 17:11:50,1036.76,22.353,12.972
2022/01/19 17:11:51,1036.04,22.327,16.436
2022/01/19 17:11:52,1037.83,22.283,35.252
2022/01/19 17:11:53,1047.51,22.267,42.708
2022/01/19 17:11:54,1047.15,22.387,44.952
2022/01/19 17:11:55,1052.53,22.303,45.608
2022/01/19 17:11:56,1051.09,22.313,45.700
2022/01/19 17:11:57,1051.45,22.387,45.676
2022/01/19 17:11:58,1049.66,22.400,45.740
2022/01/19 17:11:59,1048.58,22.597,45.704
2022/01/19 17:12:00,1050.73,22.637,45.692
2022/01/19 17:12:01,1049.66,22.630,45.744
2022/01/19 17:12:02,1050.73,22.660,45.792
2022/01/19 17:12:03,1053.96,22.677,45.764
2022/01/19 17:12:04,1055.39,22.540,45.764
2022/01/19 17:12:05,1055.39,22.577,45.796
2022/01/19 17:12:06,1054.32,22.593,45.788
2022/01/19 17:12:07,1055.39,22.610,45.796
2022/01/19 17:12:08,1054.68,22.607,45.796
2022/01/19 17:12:09,1054.68,22.580,45.792
2022/01/19 17:12:10,1057.54,22.523,45.776
2022/01/19 17:12:11,1056.47,22.467,45.764
2022/01/19 17:12:12,1056.83,22.423,45.768
2022/01/19 17:12:13,1057.54,22.403,45.772
2022/01/19 17:12:14,1057.54,22.390,45.792
2022/01/19 17:12:15,1058.62,22.387,45.792
2022/01/19 17:12:16,1056.83,22.447,45.788
2022/01/19 17:12:17,1058.26,22.450,45.800
2022/01/19 17:12:18,1058.98,22.483,45.788
2022/01/19 17:12:19,1060.77,22.403,45.780
2022/01/19 17:12:20,1059.69,22.353,45.780
2022/01/19 17:12:21,1061.13,22.303,45.776
2022/01/19 17:12:22,1059.69,22.260,45.776
2022/01/19 17:12:23,1061.13,22.237,45.788
2022/01/19 17:12:24,1056.83,22.363,45.780
2022/01/19 17:12:25,1059.69,22.383,45.784
2022/01/19 17:12:26,1058.98,22.337,45.780
2022/01/19 17:12:27,1058.98,22.337,45.780
2022/01/19 17:12:28,1060.05,22.310,45.776
2022/01/19 17:12:29,1060.05,22.307,45.780
2022/01/19 17:12:30,1058.98,22.293,45.772
2022/01/19 17:12:31,1060.77,22.287,45.780
2022/01/19 17:12:32,1058.62,22.283,45.780
2022/01/19 17:12:33,1060.77,22.260,45.784
2022/01/19 17:12:34,1058.98,22.247,45.780
2022/01/19 17:12:35,1060.05,22.240,45.776
2022/01/19 17:12:36,1059.69,22.233,45.776
2022/01/19 17:12:37,1058.62,22.227,45.792
2022/01/19 17:12:38,1059.69,22.227,45.780
2022/01/19 17:12:39,1060.05,22.240,45.796
2022/01/19 17:12:40,1060.05,22.247,45.792
2022/01/19 17:12:41,1060.05,22.267,45.788
2022/01/19 17:12:42,1059.69,22.283,45.780
2022/01/19 17:12:43,1058.98,22.277,45.768
2022/01/19 17:12:44,1058.98,22.290,45.768
2022/01/19 17:12:45,1057.90,22.310,45.768
2022/01/19 17:12:46,1056.83,22.323,45.768
2022/01/19 17:12:47,1057.54,22.333,45.784
2022/01/19 17:12:48,1056.83,22.330,45.772
2022/01/19 17:12:49,1058.26,22.313,45.780
2022/01/19 17:12:50,1057.54,22.297,45.780
2022/01/19 17:12:51,1057.54,22.283,45.780
2022/01/19 17:12:52,1057.90,22.277,45.784
2022/01/19 17:12:53,1058.98,22.270,45.780
2022/01/19 17:12:54,1060.05,22.267,45.800
2022/01/19 17:12:55,1058.62,22.257,45.780
2022/01/19 17:12:56,1056.47,22.260,45.780
2022/01/19 17:12:57,1056.83,22.263,45.768
2022/01/19 17:12:58,1056.83,22.270,45.768
2022/01/19 17:12:59,1056.47,22.283,45.772
2022/01/19 17:13:00,1057.54,22.287,45.780
2022/01/19 17:13:01,1056.47,22.283,45.772
2022/01/19 17:13:02,1057.54,22.283,45.780
2022/01/19 17:13:03,1058.62,22.280,45.780
2022/01/19 17:13:04,1056.83,22.273,45.784
2022/01/19 17:13:05,1056.83,22.270,45.772
2022/01/19 17:13:06,1056.83,22.270,45.776
2022/01/19 17:13:07,1056.83,22.273,45.784
2022/01/19 17:13:08,1057.54,22.260,45.776
2022/01/19 17:13:09,1056.83,22.263,45.776
2022/01/19 17:13:10,1055.75,22.267,45.772
2022/01/19 17:13:11,1056.83,22.270,45.772
2022/01/19 17:13:12,1055.75,22.267,45.776
2022/01/19 17:13:13,1056.83,22.267,45.772
2022/01/19 17:13:14,1057.54,22.260,45.796
2022/01/19 17:13:15,1053.24,22.260,45.796
2022/01/19 17:13:16,1057.54,22.257,45.796
2022/01/19 17:13:17,1054.68,22.253,45.792
2022/01/19 17:13:18,1055.75,22.263,45.784
2022/01/19 17:13:19,1053.60,22.300,45.784
2022/01/19 17:13:20,1054.32,22.370,45.788
2022/01/19 17:13:21,1054.32,22.383,45.792
2022/01/19 17:13:22,1055.03,22.393,45.784
2022/01/19 17:13:23,1054.32,22.370,45.784
2022/01/19 17:13:24,1055.39,22.370,45.784
2022/01/19 17:13:25,1055.39,22.370,45.780
2022/01/19 17:13:26,1055.39,22.370,45.788
2022/01/19 17:13:27,1055.75,22.377,45.784
2022/01/19 17:13:28,1054.68,22.377,45.780
2022/01/19 17:13:29,1060.77,22.350,45.784
2022/01/19 17:13:30,1055.75,22.327,45.776
2022/01/19 17:13:31,1058.98,22.307,45.788
2022/01/19 17:13:32,1058.98,22.293,45.792
2022/01/19 17:13:33,1058.62,22.283,45.776
2022/01/19 17:13:34,1059.69,22.280,45.784
2022/01/19 17:13:35,1056.83,22.273,45.784
2022/01/19 17:13:36,1056.83,22.273,45.788
2022/01/19 17:13:37,1056.83,22.273,45.792
2022/01/19 17:13:38,1057.90,22.270,45.788
2022/01/19 17:13:39,1056.83,22.267,45.784
2022/01/19 17:13:40,1055.75,22.267,45.792
2022/01/19 17:13:41,1055.75,22.267,45.800
2022/01/19 17:13:42,1056.47,22.260,45.796
2022/01/19 17:13:43,1055.75,22.253,45.800
2022/01/19 17:13:44,1055.75,22.250,45.796
2022/01/19 17:13:45,1056.83,22.250,45.792
2022/01/19 17:13:46,1055.03,22.243,45.792
2022/01/19 17:13:47,1053.96,22.243,45.780
2022/01/19 17:13:48,1055.75,22.240,45.784
2022/01/19 17:13:49,1055.75,22.240,45.776
2022/01/19 17:13:50,1055.75,22.240,45.776
2022/01/19 17:13:51,1055.03,22.243,45.776
2022/01/19 17:13:52,1052.53,22.247,45.776
2022/01/19 17:13:53,1049.66,22.250,45.776
2022/01/19 17:13:54,1049.66,22.253,45.776
2022/01/19 17:13:55,1050.73,22.253,45.784
2022/01/19 17:13:56,1050.73,22.253,45.776
2022/01/19 17:13:57,1051.81,22.253,45.780
2022/01/19 17:13:58,1051.81,22.263,45.788
2022/01/19 17:13:59,1051.45,22.287,45.796
2022/01/19 17:14:00,1051.45,22.317,45.784
2022/01/19 17:14:01,1052.53,22.327,45.792
2022/01/19 17:14:02,1052.53,22.323,45.792
2022/01/19 17:14:03,1055.75,22.323,45.784
2022/01/19 17:14:04,1058.98,22.330,45.788
2022/01/19 17:14:05,1056.83,22.337,45.792
2022/01/19 17:14:06,1058.26,22.340,45.792
2022/01/19 17:14:07,1058.98,22.343,45.796
2022/01/19 17:14:08,1058.98,22.343,45.788
2022/01/19 17:14:09,1058.98,22.330,45.792
2022/01/19 17:14:10,1057.90,22.323,45.784
2022/01/19 17:14:11,1056.83,22.323,45.784
2022/01/19 17:14:12,1057.54,22.317,45.788
2022/01/19 17:14:13,1056.47,22.317,45.792
2022/01/19 17:14:14,1054.68,22.330,45.796
2022/01/19 17:14:15,1054.68,22.337,45.792
2022/01/19 17:14:16,1053.60,22.337,45.812
2022/01/19 17:14:17,1054.32,22.350,45.796
2022/01/19 17:14:18,1055.03,22.340,45.796
2022/01/19 17:14:19,1055.03,22.340,45.796
2022/01/19 17:14:20,1055.75,22.343,45.792
2022/01/19 17:14:21,1055.75,22.347,45.792
2022/01/19 17:14:22,1055.39,22.353,45.792
2022/01/19 17:14:23,1054.68,22.360,45.808
2022/01/19 17:14:24,1055.75,22.367,45.804
2022/01/19 17:14:25,1054.32,22.390,45.812
2022/01/19 17:14:26,1054.32,22.410,45.800
2022/01/19 17:14:27,1054.68,22.427,45.804
2022/01/19 17:14:28,1054.68,22.443,45.804
2022/01/19 17:14:29,1053.96,22.450,45.804
2022/01/19 17:14:30,1054.68,22.443,45.816
2022/01/19 17:14:31,1053.96,22.450,45.820
2022/01/19 17:14:32,1054.68,22.473,45.804
2022/01/19 17:14:33,1054.68,22.500,45.820
2022/01/19 17:14:34,1054.32,22.517,45.812
2022/01/19 17:14:35,1054.68,22.520,45.824
2022/01/19 17:14:36,1055.39,22.517,45.812
2022/01/19 17:14:37,1055.75,22.500,45.820
2022/01/19 17:14:38,1056.83,22.470,45.824
2022/01/19 17:14:39,1056.47,22.457,45.828
2022/01/19 17:14:40,1056.47,22.467,45.828
2022/01/19 17:14:41,1056.47,22.493,45.812
2022/01/19 17:14:42,1056.83,22.513,45.796
2022/01/19 17:14:43,1055.39,22.517,45.812
2022/01/19 17:14:44,1056.83,22.520,45.816
2022/01/19 17:14:45,1055.75,22.533,45.816
2022/01/19 17:14:46,1059.69,22.523,45.828
2022/01/19 17:14:47,1058.62,22.523,45.816
2022/01/19 17:14:48,1057.90,22.537,45.828
2022/01/19 17:14:49,1054.68,22.573,45.824
2022/01/19 17:14:50,1057.54,22.593,45.832
2022/01/19 17:14:51,1057.54,22.593,45.820
2022/01/19 17:14:52,1058.98,22.543,45.816
2022/01/19 17:14:53,1058.98,22.503,45.812
2022/01/19 17:14:54,1060.05,22.470,45.820
2022/01/19 17:14:55,1061.13,22.423,45.828
2022/01/19 17:14:56,1058.26,22.393,45.828
2022/01/19 17:14:57,1057.90,22.420,45.820
2022/01/19 17:14:58,1057.54,22.457,45.816
2022/01/19 17:14:59,1059.69,22.440,45.820
2022/01/19 17:15:00,1059.69,22.407,45.816
2022/01/19 17:15:01,1058.62,22.403,45.820
2022/01/19 17:15:02,1057.90,22.443,45.824
2022/01/19 17:15:03,1055.39,22.517,45.824
2022/01/19 17:15:04,1057.90,22.553,45.828
2022/01/19 17:15:05,1056.83,22.580,45.824
2022/01/19 17:15:06,1055.75,22.603,45.820
2022/01/19 17:15:07,1056.83,22.607,45.824
2022/01/19 17:15:08,1056.83,22.620,45.828
2022/01/19 17:15:09,1057.18,22.623,45.840
2022/01/19 17:15:10,1057.54,22.610,45.828
2022/01/19 17:15:11,1057.90,22.603,45.836
2022/01/19 17:15:12,1057.54,22.610,45.824
2022/01/19 17:15:13,1055.75,22.603,45.836
2022/01/19 17:15:14,1055.75,22.603,45.840
2022/01/19 17:15:15,1056.83,22.607,45.820
2022/01/19 17:15:16,1056.83,22.587,45.840
2022/01/19 17:15:17,1056.83,22.587,45.828
2022/01/19 17:15:18,1056.83,22.583,45.836
2022/01/19 17:15:19,1056.83,22.580,45.820
2022/01/19 17:15:20,1057.90,22.563,45.836
2022/01/19 17:15:21,1056.83,22.537,45.828
2022/01/19 17:15:22,1059.69,22.490,45.828
2022/01/19 17:15:23,1059.33,22.450,45.828
2022/01/19 17:15:24,1058.98,22.430,45.824
2022/01/19 17:15:25,1059.69,22.407,45.828
2022/01/19 17:15:26,1057.90,22.400,45.816
2022/01/19 17:15:27,1056.83,22.400,45.816
2022/01/19 17:15:28,1057.54,22.410,45.820
2022/01/19 17:15:29,1055.75,22.430,45.820
2022/01/19 17:15:30,1056.11,22.450,45.812
2022/01/19 17:15:31,1057.54,22.460,45.812
2022/01/19 17:15:32,1058.62,22.437,45.808
2022/01/19 17:15:33,1058.26,22.417,45.808
2022/01/19 17:15:34,1057.54,22.437,45.800
2022/01/19 17:15:35,1058.26,22.450,45.804
2022/01/19 17:15:36,1058.62,22.440,45.800
2022/01/19 17:15:37,1056.83,22.427,45.804
2022/01/19 17:15:38,1058.98,22.427,45.808
2022/01/19 17:15:39,1056.83,22.420,45.808
2022/01/19 17:15:40,1056.83,22.430,45.808
2022/01/19 17:15:41,1057.90,22.430,45.800
2022/01/19 17:15:42,1056.83,22.413,45.804
2022/01/19 17:15:43,1056.83,22.413,45.804
2022/01/19 17:15:44,1056.83,22.420,45.804
2022/01/19 17:15:45,1060.77,22.437,45.816
2022/01/19 17:15:46,1060.77,22.457,45.812
2022/01/19 17:15:47,1063.99,22.443,45.800
2022/01/19 17:15:48,1061.13,22.420,45.824
2022/01/19 17:15:49,1061.84,22.467,45.808
2022/01/19 17:15:50,1061.84,22.483,45.800
2022/01/19 17:15:51,1061.84,22.473,45.796
2022/01/19 17:15:52,1060.41,22.450,45.812
2022/01/19 17:15:53,1062.20,22.450,45.812
2022/01/19 17:15:54,1060.77,22.440,45.820
2022/01/19 17:15:55,1062.92,22.453,45.820
2022/01/19 17:15:56,1060.77,22.463,45.804
2022/01/19 17:15:57,1061.13,22.400,45.800
2022/01/19 17:15:58,1060.77,22.353,45.796
2022/01/19 17:15:59,1058.98,22.360,45.808
2022/01/19 17:16:00,1058.62,22.333,45.808
2022/01/19 17:16:01,1056.83,22.330,45.784
2022/01/19 17:16:02,1058.98,22.300,45.772
2022/01/19 17:16:03,1057.54,22.283,45.776
2022/01/19 17:16:04,1057.54,22.297,45.764
2022/01/19 17:16:05,1055.39,22.333,45.744
2022/01/19 17:16:06,1052.53,22.400,45.744
2022/01/19 17:16:07,1053.60,22.507,45.760
2022/01/19 17:16:08,1054.32,22.633,45.820
2022/01/19 17:16:09,1048.58,22.713,45.852
2022/01/19 17:16:10,1047.51,22.757,45.748
2022/01/19 17:16:11,1049.30,22.750,45.808
2022/01/19 17:16:12,1045.00,22.723,45.404
2022/01/19 17:16:13,1045.36,22.687,44.508
2022/01/19 17:16:14,1049.30,22.493,44.628
2022/01/19 17:16:15,1039.27,22.380,34.756
2022/01/19 17:16:16,1037.83,22.370,36.656
2022/01/19 17:16:17,1037.48,22.397,31.304
2022/01/19 17:16:18,1037.12,22.343,32.940
2022/01/19 17:16:19,1037.48,22.313,26.252
2022/01/19 17:16:20,1036.04,22.270,31.428
2022/01/19 17:16:21,1038.19,22.250,26.464
2022/01/19 17:16:22,1040.34,22.247,21.108
2022/01/19 17:16:23,1037.83,22.233,33.544
2022/01/19 17:16:24,1041.42,22.253,31.268
2022/01/19 17:16:25,1036.04,22.300,39.948
2022/01/19 17:16:26,1034.97,22.303,32.460
2022/01/19 17:16:27,1037.12,22.290,15.352
2022/01/19 17:16:28,1037.12,22.247,11.092
2022/01/19 17:16:29,1036.04,22.240,14.396
2022/01/19 17:16:30,1035.68,22.260,13.944
2022/01/19 17:16:31,1036.04,22.270,13.672
2022/01/19 17:16:32,1035.68,22.317,14.060
2022/01/19 17:16:33,1036.04,22.323,14.476
2022/01/19 17:16:34,1034.97,22.430,13.460
2022/01/19 17:16:35,1034.97,22.473,12.620
2022/01/19 17:16:36,1033.89,22.573,12.656
2022/01/19 17:16:37,1033.89,22.430,11.472
2022/01/19 17:16:38,1034.97,22.443,11.284
2022/01/19 17:16:39,1034.97,22.373,12.164
2022/01/19 17:16:40,1035.33,22.450,11.356
2022/01/19 17:16:41,1035.68,22.463,10.984
2022/01/19 17:16:42,1035.68,22.410,10.724
2022/01/19 17:16:43,1034.97,22.330,11.696
2022/01/19 17:16:44,1036.04,22.307,9.384
2022/01/19 17:16:45,1035.68,22.370,11.168
2022/01/19 17:16:46,1034.97,22.303,10.976
2022/01/19 17:16:47,1036.04,22.273,11.392
2022/01/19 17:16:48,1036.04,22.247,11.360
2022/01/19 17:16:49,1036.76,22.280,10.228
2022/01/19 17:16:50,1035.68,22.257,10.064
2022/01/19 17:16:51,1036.04,22.327,12.016
2022/01/19 17:16:52,1036.04,22.343,12.700
2022/01/19 17:16:53,1034.97,22.347,11.856
2022/01/19 17:16:54,1036.04,22.363,11.608
2022/01/19 17:16:55,1037.12,22.443,11.928
2022/01/19 17:16:56,1034.97,22.343,11.280
2022/01/19 17:16:57,1036.76,22.387,10.352
2022/01/19 17:16:58,1036.76,22.517,10.712
2022/01/19 17:16:59,1037.12,22.477,11.440
2022/01/19 17:17:00,1037.48,22.600,12.520
2022/01/19 17:17:01,1037.48,22.600,12.268
2022/01/19 17:17:02,1036.76,22.517,12.212
2022/01/19 17:17:03,1036.76,22.557,10.968
2022/01/19 17:17:04,1037.12,22.453,11.908
2022/01/19 17:17:05,1037.12,22.497,11.604
2022/01/19 17:17:06,1036.76,22.440,10.940
2022/01/19 17:17:07,1037.12,22.533,12.464
2022/01/19 17:17:08,1037.12,22.527,9.920
2022/01/19 17:17:09,1037.83,22.540,10.212
2022/01/19 17:17:10,1037.12,22.533,10.456
2022/01/19 17:17:11,1037.12,22.497,10.696
2022/01/19 17:17:12,1036.04,22.430,11.852
2022/01/19 17:17:13,1037.12,22.570,10.596
2022/01/19 17:17:14,1037.12,22.473,11.224
2022/01/19 17:17:15,1037.12,22.553,12.524
2022/01/19 17:17:16,1037.12,22.507,10.972
2022/01/19 17:17:17,1035.33,22.450,12.040
2022/01/19 17:17:18,1036.04,22.497,12.260
2022/01/19 17:17:19,1035.68,22.467,12.588
2022/01/19 17:17:20,1036.04,22.533,11.336
2022/01/19 17:17:21,1037.12,22.567,12.112
2022/01/19 17:17:22,1037.12,22.587,11.172
2022/01/19 17:17:23,1037.12,22.630,11.632
2022/01/19 17:17:24,1036.76,22.670,10.720
2022/01/19 17:17:25,1037.83,22.697,11.392
2022/01/19 17:17:26,1037.12,22.703,11.484
2022/01/19 17:17:27,1037.12,22.700,12.376
2022/01/19 17:17:28,1037.12,22.717,11.288
2022/01/19 17:17:29,1036.76,22.720,11.940
2022/01/19 17:17:30,1037.12,22.653,12.800
2022/01/19 17:17:31,1036.76,22.617,12.836
2022/01/19 17:17:32,1036.76,22.667,12.564
2022/01/19 17:17:33,1036.76,22.720,13.080
2022/01/19 17:17:34,1036.76,22.747,12.256
2022/01/19 17:17:35,1037.12,22.770,11.792
2022/01/19 17:17:36,1037.12,22.777,12.264
2022/01/19 17:17:37,1037.12,22.770,12.064
2022/01/19 17:17:38,1038.19,22.773,11.672
2022/01/19 17:17:39,1036.40,22.677,11.788
2022/01/19 17:17:40,1037.12,22.700,10.516
2022/01/19 17:17:41,1036.40,22.730,11.476
2022/01/19 17:17:42,1037.12,22.727,13.576
2022/01/19 17:17:43,1037.12,22.727,11.364
2022/01/19 17:17:44,1037.12,22.710,11.048
2022/01/19 17:17:45,1037.12,22.700,11.540
2022/01/19 17:17:46,1037.12,22.680,11.232
2022/01/19 17:17:47,1037.12,22.700,11.492
2022/01/19 17:17:48,1037.12,22.703,11.388
2022/01/19 17:17:49,1037.12,22.710,14.496
2022/01/19 17:17:50,1037.12,22.683,15.056
2022/01/19 17:17:51,1037.12,22.703,18.192
2022/01/19 17:17:52,1036.04,22.693,28.836
2022/01/19 17:17:53,1041.06,22.663,40.160
2022/01/19 17:17:54,1046.43,22.650,46.588
2022/01/19 17:17:55,1048.58,22.673,46.872
