Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 20/01/2022
TIME       : 00:22:39
FILENAME   : C:\Users\CEMIE\Downloads\Chelem_practica ENES 20220119\CSV\chelem_practica_220120002238_V6105.CSV
CREATED BY : Diver-Office 10.0.0.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..36-V6105  317.
  Instrument number       =          UTC+0     
                          =0
  Location                =chelem_practica
  Sample period           =S01
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.00    cm
  Range                   =10750.00  cm
  Master level            =10750     CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


[Series settings]
  Serial number           =..36-V6105  317.
  Instrument number       =          UTC+0     
  Location                =chelem_practica
  Sample period           =00 00:00:01 0
  Sample method           =T   
  Start date / time       =00:30:15 19/01/22
  End date / time         =04:44:19 19/01/22
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.00    cm
  Range                   =10750.00  cm
  Master level            =10750     CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3 from data header]
  Identification          =1: CONDUCTIVITY
  Reference level         =0.000     mS/cm
  Range                   =120.000   mS/cm


Date/time,Pressure[cm],Temperature[°C],1:Conductivity[mS/cm]
2022/01/19 16:48:14,1037.12,22.430,9.844
2022/01/19 16:48:15,1037.48,22.397,10.528
2022/01/19 16:48:16,1037.12,22.413,10.212
2022/01/19 16:48:17,1038.19,22.427,9.500
2022/01/19 16:48:18,1038.19,22.453,10.436
2022/01/19 16:48:19,1036.40,22.450,9.292
2022/01/19 16:48:20,1037.83,22.460,9.844
2022/01/19 16:48:21,1037.12,22.447,10.372
2022/01/19 16:48:22,1037.83,22.460,11.452
2022/01/19 16:48:23,1038.19,22.443,11.368
2022/01/19 16:48:24,1038.19,22.427,11.088
2022/01/19 16:48:25,1037.48,22.397,11.004
2022/01/19 16:48:26,1037.83,22.370,10.136
2022/01/19 16:48:27,1038.19,22.367,10.084
2022/01/19 16:48:28,1038.19,22.360,11.420
2022/01/19 16:48:29,1038.19,22.363,10.544
2022/01/19 16:48:30,1038.91,22.383,9.564
2022/01/19 16:48:31,1037.12,22.380,10.804
2022/01/19 16:48:32,1038.19,22.377,10.460
2022/01/19 16:48:33,1037.83,22.387,11.076
2022/01/19 16:48:34,1037.83,22.403,10.756
2022/01/19 16:48:35,1037.12,22.413,9.912
2022/01/19 16:48:36,1038.19,22.427,9.688
2022/01/19 16:48:37,1038.19,22.423,10.128
2022/01/19 16:48:38,1037.48,22.417,8.948
2022/01/19 16:48:39,1038.19,22.427,11.964
2022/01/19 16:48:40,1037.12,22.430,10.412
2022/01/19 16:48:41,1037.12,22.430,8.908
2022/01/19 16:48:42,1037.83,22.437,9.912
2022/01/19 16:48:43,1037.83,22.407,9.376
2022/01/19 16:48:44,1037.48,22.397,10.500
2022/01/19 16:48:45,1037.83,22.407,10.048
2022/01/19 16:48:46,1037.48,22.397,10.204
2022/01/19 16:48:47,1037.83,22.410,10.444
2022/01/19 16:48:48,1038.19,22.420,10.384
2022/01/19 16:48:49,1037.83,22.403,10.036
2022/01/19 16:48:50,1037.83,22.410,9.664
2022/01/19 16:48:51,1038.19,22.420,9.564
2022/01/19 16:48:52,1037.83,22.440,10.212
2022/01/19 16:48:53,1037.48,22.450,9.540
2022/01/19 16:48:54,1038.19,22.447,10.020
2022/01/19 16:48:55,1037.48,22.393,10.656
2022/01/19 16:48:56,1037.12,22.357,9.884
2022/01/19 16:48:57,1037.83,22.317,11.160
2022/01/19 16:48:58,1037.12,22.347,8.600
2022/01/19 16:48:59,1037.83,22.370,10.024
2022/01/19 16:49:00,1037.83,22.410,10.128
2022/01/19 16:49:01,1038.19,22.427,10.080
2022/01/19 16:49:02,1037.83,22.437,10.852
2022/01/19 16:49:03,1037.83,22.407,10.196
2022/01/19 16:49:04,1037.83,22.387,10.684
2022/01/19 16:49:05,1037.83,22.387,10.868
2022/01/19 16:49:06,1037.83,22.373,10.508
2022/01/19 16:49:07,1037.83,22.387,13.736
2022/01/19 16:49:08,1037.48,22.397,11.300
2022/01/19 16:49:09,1037.83,22.410,11.096
2022/01/19 16:49:10,1037.12,22.400,12.888
2022/01/19 16:49:11,1037.48,22.340,13.548
2022/01/19 16:49:12,1037.12,22.323,13.684
2022/01/19 16:49:13,1037.83,22.297,11.120
2022/01/19 16:49:14,1037.12,22.320,11.028
2022/01/19 16:49:15,1037.12,22.360,11.640
2022/01/19 16:49:16,1037.12,22.363,10.556
2022/01/19 16:49:17,1037.12,22.380,11.500
2022/01/19 16:49:18,1038.19,22.377,23.892
2022/01/19 16:49:19,1046.43,22.380,37.260
2022/01/19 16:49:20,1046.79,22.397,41.556
2022/01/19 16:49:21,1056.11,22.397,42.508
2022/01/19 16:49:22,1057.90,22.377,42.624
2022/01/19 16:49:23,1057.90,22.363,42.628
2022/01/19 16:49:24,1053.60,22.400,42.660
2022/01/19 16:49:25,1055.39,22.407,42.620
2022/01/19 16:49:26,1058.62,22.387,42.628
2022/01/19 16:49:27,1058.62,22.387,42.572
2022/01/19 16:49:28,1057.90,22.320,42.652
2022/01/19 16:49:29,1056.47,22.387,42.596
2022/01/19 16:49:30,1058.98,22.360,42.592
2022/01/19 16:49:31,1058.62,22.387,42.640
2022/01/19 16:49:32,1056.83,22.400,42.648
2022/01/19 16:49:33,1056.83,22.413,42.600
2022/01/19 16:49:34,1057.90,22.400,42.648
2022/01/19 16:49:35,1057.54,22.410,42.640
2022/01/19 16:49:36,1056.83,22.413,42.624
2022/01/19 16:49:37,1059.69,22.407,42.632
2022/01/19 16:49:38,1055.75,22.413,42.636
2022/01/19 16:49:39,1056.11,22.417,42.624
2022/01/19 16:49:40,1058.98,22.420,42.608
2022/01/19 16:49:41,1058.98,22.413,42.600
2022/01/19 16:49:42,1059.33,22.397,42.608
2022/01/19 16:49:43,1058.98,22.400,42.620
2022/01/19 16:49:44,1058.98,22.400,42.628
2022/01/19 16:49:45,1059.69,22.410,42.628
2022/01/19 16:49:46,1058.98,22.413,42.624
2022/01/19 16:49:47,1058.98,22.413,42.616
2022/01/19 16:49:48,1057.54,22.390,42.624
2022/01/19 16:49:49,1058.26,22.393,42.616
2022/01/19 16:49:50,1058.26,22.393,42.616
2022/01/19 16:49:51,1057.18,22.397,42.620
2022/01/19 16:49:52,1057.90,22.400,42.628
2022/01/19 16:49:53,1058.26,22.397,42.628
2022/01/19 16:49:54,1059.69,22.383,42.628
2022/01/19 16:49:55,1060.05,22.367,42.624
2022/01/19 16:49:56,1057.90,22.363,42.624
2022/01/19 16:49:57,1058.62,22.370,42.632
2022/01/19 16:49:58,1058.98,22.357,42.632
2022/01/19 16:49:59,1057.18,22.340,42.636
2022/01/19 16:50:00,1057.90,22.330,42.628
2022/01/19 16:50:01,1056.83,22.330,42.632
2022/01/19 16:50:02,1057.90,22.327,42.628
2022/01/19 16:50:03,1056.83,22.323,42.632
2022/01/19 16:50:04,1058.26,22.313,42.620
2022/01/19 16:50:05,1058.98,22.310,42.620
2022/01/19 16:50:06,1056.83,22.310,42.616
2022/01/19 16:50:07,1057.90,22.307,42.620
2022/01/19 16:50:08,1056.83,22.307,42.628
2022/01/19 16:50:09,1058.98,22.310,42.624
2022/01/19 16:50:10,1057.90,22.310,42.620
2022/01/19 16:50:11,1058.26,22.313,42.616
2022/01/19 16:50:12,1056.83,22.307,42.616
2022/01/19 16:50:13,1056.83,22.307,42.628
2022/01/19 16:50:14,1055.75,22.303,42.624
2022/01/19 16:50:15,1056.83,22.303,42.628
2022/01/19 16:50:16,1056.83,22.303,42.636
2022/01/19 16:50:17,1056.83,22.307,42.628
2022/01/19 16:50:18,1055.75,22.303,42.628
2022/01/19 16:50:19,1056.83,22.307,42.632
2022/01/19 16:50:20,1055.75,22.310,42.636
2022/01/19 16:50:21,1056.11,22.313,42.628
2022/01/19 16:50:22,1055.75,22.323,42.632
2022/01/19 16:50:23,1055.75,22.327,42.620
2022/01/19 16:50:24,1055.75,22.337,42.620
2022/01/19 16:50:25,1055.75,22.347,42.620
2022/01/19 16:50:26,1056.47,22.350,42.616
2022/01/19 16:50:27,1056.47,22.353,42.612
2022/01/19 16:50:28,1055.39,22.353,42.624
2022/01/19 16:50:29,1055.39,22.353,42.616
2022/01/19 16:50:30,1056.47,22.350,42.628
2022/01/19 16:50:31,1052.53,22.347,42.616
2022/01/19 16:50:32,1053.96,22.340,42.608
2022/01/19 16:50:33,1054.68,22.330,42.612
2022/01/19 16:50:34,1054.68,22.330,42.612
2022/01/19 16:50:35,1053.60,22.330,42.600
2022/01/19 16:50:36,1056.11,22.313,42.608
2022/01/19 16:50:37,1055.75,22.293,42.604
2022/01/19 16:50:38,1055.75,22.300,42.612
2022/01/19 16:50:39,1054.68,22.307,42.616
2022/01/19 16:50:40,1054.68,22.307,42.620
2022/01/19 16:50:41,1054.68,22.303,42.620
2022/01/19 16:50:42,1057.90,22.303,42.628
2022/01/19 16:50:43,1054.68,22.303,42.616
2022/01/19 16:50:44,1055.75,22.300,42.608
2022/01/19 16:50:45,1054.68,22.300,42.608
2022/01/19 16:50:46,1054.68,22.303,42.616
2022/01/19 16:50:47,1054.68,22.307,42.612
2022/01/19 16:50:48,1055.39,22.317,42.616
2022/01/19 16:50:49,1055.75,22.327,42.616
2022/01/19 16:50:50,1053.96,22.340,42.616
2022/01/19 16:50:51,1055.39,22.353,42.616
2022/01/19 16:50:52,1053.60,22.357,42.620
2022/01/19 16:50:53,1054.68,22.360,42.612
2022/01/19 16:50:54,1054.68,22.363,42.620
2022/01/19 16:50:55,1055.39,22.370,42.620
2022/01/19 16:50:56,1054.32,22.373,42.612
2022/01/19 16:50:57,1053.60,22.377,42.620
2022/01/19 16:50:58,1053.60,22.380,42.612
2022/01/19 16:50:59,1055.39,22.383,42.632
2022/01/19 16:51:00,1055.39,22.387,42.612
2022/01/19 16:51:01,1056.47,22.387,42.612
2022/01/19 16:51:02,1055.39,22.387,42.608
2022/01/19 16:51:03,1056.47,22.387,42.608
2022/01/19 16:51:04,1056.47,22.390,42.624
2022/01/19 16:51:05,1056.47,22.390,42.620
2022/01/19 16:51:06,1056.11,22.393,42.624
2022/01/19 16:51:07,1056.11,22.393,42.616
2022/01/19 16:51:08,1056.11,22.393,42.620
2022/01/19 16:51:09,1056.11,22.393,42.620
2022/01/19 16:51:10,1056.11,22.397,42.624
2022/01/19 16:51:11,1056.11,22.397,42.628
2022/01/19 16:51:12,1056.47,22.403,42.632
2022/01/19 16:51:13,1056.47,22.407,42.632
2022/01/19 16:51:14,1055.75,22.413,42.628
2022/01/19 16:51:15,1056.11,22.417,42.636
2022/01/19 16:51:16,1056.83,22.420,42.636
2022/01/19 16:51:17,1056.83,22.423,42.644
2022/01/19 16:51:18,1056.83,22.427,42.640
2022/01/19 16:51:19,1055.75,22.427,42.640
2022/01/19 16:51:20,1055.75,22.430,42.640
2022/01/19 16:51:21,1055.75,22.430,42.636
2022/01/19 16:51:22,1054.68,22.433,42.628
2022/01/19 16:51:23,1055.75,22.433,42.640
2022/01/19 16:51:24,1055.39,22.440,42.648
2022/01/19 16:51:25,1056.83,22.443,42.648
2022/01/19 16:51:26,1055.75,22.447,42.640
2022/01/19 16:51:27,1055.75,22.447,42.648
2022/01/19 16:51:28,1055.03,22.450,42.648
2022/01/19 16:51:29,1056.83,22.453,42.644
2022/01/19 16:51:30,1055.03,22.450,42.648
2022/01/19 16:51:31,1055.75,22.453,42.644
2022/01/19 16:51:32,1054.68,22.453,42.636
2022/01/19 16:51:33,1055.75,22.453,42.648
2022/01/19 16:51:34,1055.75,22.453,42.644
2022/01/19 16:51:35,1055.75,22.453,42.664
2022/01/19 16:51:36,1056.83,22.453,42.660
2022/01/19 16:51:37,1056.47,22.457,42.664
2022/01/19 16:51:38,1056.47,22.463,42.660
2022/01/19 16:51:39,1056.47,22.463,42.656
2022/01/19 16:51:40,1056.47,22.463,42.660
2022/01/19 16:51:41,1056.47,22.467,42.668
2022/01/19 16:51:42,1056.83,22.470,42.652
2022/01/19 16:51:43,1056.83,22.470,42.656
2022/01/19 16:51:44,1056.83,22.470,42.660
2022/01/19 16:51:45,1056.47,22.467,42.652
2022/01/19 16:51:46,1056.47,22.460,42.656
2022/01/19 16:51:47,1056.47,22.457,42.656
2022/01/19 16:51:48,1056.47,22.457,42.656
2022/01/19 16:51:49,1056.47,22.457,42.648
2022/01/19 16:51:50,1056.83,22.453,42.656
2022/01/19 16:51:51,1055.75,22.453,42.660
2022/01/19 16:51:52,1056.83,22.453,42.660
2022/01/19 16:51:53,1055.75,22.453,42.664
2022/01/19 16:51:54,1056.83,22.453,42.660
2022/01/19 16:51:55,1056.47,22.457,42.656
2022/01/19 16:51:56,1056.47,22.457,42.656
2022/01/19 16:51:57,1056.47,22.457,42.664
2022/01/19 16:51:58,1056.47,22.460,42.668
2022/01/19 16:51:59,1056.47,22.460,42.664
2022/01/19 16:52:00,1056.47,22.460,42.648
2022/01/19 16:52:01,1056.47,22.457,42.664
2022/01/19 16:52:02,1057.54,22.457,42.652
2022/01/19 16:52:03,1058.98,22.453,42.644
2022/01/19 16:52:04,1057.18,22.450,42.640
2022/01/19 16:52:05,1057.90,22.447,42.636
2022/01/19 16:52:06,1056.83,22.443,42.636
2022/01/19 16:52:07,1056.47,22.437,42.624
2022/01/19 16:52:08,1057.90,22.427,42.632
2022/01/19 16:52:09,1057.18,22.417,42.636
2022/01/19 16:52:10,1056.11,22.417,42.648
2022/01/19 16:52:11,1056.11,22.417,42.648
2022/01/19 16:52:12,1057.18,22.417,42.656
2022/01/19 16:52:13,1057.90,22.420,42.648
2022/01/19 16:52:14,1058.98,22.420,42.644
2022/01/19 16:52:15,1057.90,22.423,42.656
2022/01/19 16:52:16,1057.90,22.423,42.652
2022/01/19 16:52:17,1057.90,22.427,42.652
2022/01/19 16:52:18,1057.90,22.427,42.652
2022/01/19 16:52:19,1057.90,22.427,42.652
2022/01/19 16:52:20,1055.75,22.430,42.644
2022/01/19 16:52:21,1057.90,22.427,42.648
2022/01/19 16:52:22,1057.90,22.427,42.652
2022/01/19 16:52:23,1056.83,22.423,42.660
2022/01/19 16:52:24,1056.83,22.427,42.656
2022/01/19 16:52:25,1057.90,22.427,42.656
2022/01/19 16:52:26,1056.83,22.430,42.664
2022/01/19 16:52:27,1056.83,22.430,42.664
2022/01/19 16:52:28,1055.75,22.430,42.660
2022/01/19 16:52:29,1055.75,22.430,42.656
2022/01/19 16:52:30,1055.75,22.433,42.668
2022/01/19 16:52:31,1055.75,22.433,42.652
2022/01/19 16:52:32,1055.75,22.433,42.660
2022/01/19 16:52:33,1056.83,22.433,42.652
2022/01/19 16:52:34,1056.47,22.437,42.664
2022/01/19 16:52:35,1056.47,22.437,42.632
2022/01/19 16:52:36,1058.98,22.430,42.636
2022/01/19 16:52:37,1058.98,22.420,42.644
2022/01/19 16:52:38,1058.62,22.410,42.644
2022/01/19 16:52:39,1057.54,22.403,42.636
2022/01/19 16:52:40,1058.62,22.403,42.636
2022/01/19 16:52:41,1057.90,22.400,42.636
2022/01/19 16:52:42,1056.83,22.400,42.640
2022/01/19 16:52:43,1056.83,22.400,42.636
2022/01/19 16:52:44,1058.62,22.403,42.640
2022/01/19 16:52:45,1057.90,22.400,42.628
2022/01/19 16:52:46,1057.54,22.403,42.624
2022/01/19 16:52:47,1061.84,22.407,42.620
2022/01/19 16:52:48,1059.69,22.410,42.620
2022/01/19 16:52:49,1061.84,22.410,42.620
2022/01/19 16:52:50,1060.77,22.410,42.636
2022/01/19 16:52:51,1060.05,22.420,42.632
2022/01/19 16:52:52,1061.13,22.427,42.640
2022/01/19 16:52:53,1058.62,22.440,42.648
2022/01/19 16:52:54,1061.13,22.443,42.652
2022/01/19 16:52:55,1058.98,22.447,42.648
2022/01/19 16:52:56,1061.13,22.450,42.644
2022/01/19 16:52:57,1060.41,22.450,42.644
2022/01/19 16:52:58,1060.41,22.450,42.644
2022/01/19 16:52:59,1060.41,22.450,42.652
2022/01/19 16:53:00,1063.99,22.453,42.652
2022/01/19 16:53:01,1062.56,22.460,42.648
2022/01/19 16:53:02,1067.93,22.457,42.612
2022/01/19 16:53:03,1063.99,22.443,42.632
2022/01/19 16:53:04,1064.71,22.437,42.628
2022/01/19 16:53:05,1061.84,22.430,42.616
2022/01/19 16:53:06,1063.99,22.423,42.628
2022/01/19 16:53:07,1061.13,22.427,42.656
2022/01/19 16:53:08,1062.56,22.440,42.636
2022/01/19 16:53:09,1060.41,22.450,42.636
2022/01/19 16:53:10,1062.92,22.447,42.640
2022/01/19 16:53:11,1060.05,22.447,42.640
2022/01/19 16:53:12,1059.69,22.403,42.644
2022/01/19 16:53:13,1058.62,22.410,42.664
2022/01/19 16:53:14,1058.62,22.387,42.600
2022/01/19 16:53:15,1059.33,22.417,42.648
2022/01/19 16:53:16,1056.11,22.417,42.616
2022/01/19 16:53:17,1056.83,22.400,42.636
2022/01/19 16:53:18,1057.54,22.410,42.648
2022/01/19 16:53:19,1057.90,22.433,42.644
2022/01/19 16:53:20,1055.03,22.417,42.584
2022/01/19 16:53:21,1058.26,22.417,42.596
2022/01/19 16:53:22,1058.62,22.410,42.620
2022/01/19 16:53:23,1057.90,22.427,42.604
2022/01/19 16:53:24,1057.18,22.417,42.604
2022/01/19 16:53:25,1054.32,22.437,42.612
2022/01/19 16:53:26,1054.68,22.443,42.372
2022/01/19 16:53:27,1050.73,22.443,42.328
2022/01/19 16:53:28,1047.51,22.433,40.816
2022/01/19 16:53:29,1046.43,22.433,41.352
2022/01/19 16:53:30,1042.13,22.437,31.704
2022/01/19 16:53:31,1038.19,22.430,32.068
2022/01/19 16:53:32,1038.19,22.423,22.840
2022/01/19 16:53:33,1037.48,22.393,17.640
2022/01/19 16:53:34,1037.12,22.363,34.140
2022/01/19 16:53:35,1037.83,22.283,35.604
2022/01/19 16:53:36,1038.19,22.267,26.568
2022/01/19 16:53:37,1038.91,22.280,10.528
2022/01/19 16:53:38,1038.19,22.277,12.084
2022/01/19 16:53:39,1037.12,22.263,9.972
2022/01/19 16:53:40,1036.76,22.257,7.832
2022/01/19 16:53:41,1036.76,22.283,8.116
2022/01/19 16:53:42,1035.68,22.287,8.676
2022/01/19 16:53:43,1037.12,22.290,9.468
2022/01/19 16:53:44,1037.83,22.317,12.848
2022/01/19 16:53:45,1036.04,22.327,13.692
2022/01/19 16:53:46,1036.76,22.373,13.320
2022/01/19 16:53:47,1036.76,22.387,12.516
2022/01/19 16:53:48,1036.40,22.417,12.604
2022/01/19 16:53:49,1037.83,22.437,11.128
2022/01/19 16:53:50,1037.83,22.437,12.284
2022/01/19 16:53:51,1038.19,22.423,10.424
2022/01/19 16:53:52,1039.27,22.443,11.828
2022/01/19 16:53:53,1037.48,22.450,11.476
2022/01/19 16:53:54,1038.19,22.453,10.888
2022/01/19 16:53:55,1037.83,22.457,12.116
2022/01/19 16:53:56,1038.19,22.443,11.408
2022/01/19 16:53:57,1037.48,22.397,12.192
2022/01/19 16:53:58,1036.76,22.383,10.412
2022/01/19 16:53:59,1036.04,22.377,9.924
2022/01/19 16:54:00,1038.19,22.367,11.756
2022/01/19 16:54:01,1037.83,22.387,6.232
2022/01/19 16:54:02,1037.12,22.413,11.700
2022/01/19 16:54:03,1037.48,22.397,11.672
2022/01/19 16:54:04,1037.48,22.393,11.456
2022/01/19 16:54:05,1037.83,22.387,8.452
2022/01/19 16:54:06,1037.12,22.400,12.780
2022/01/19 16:54:07,1036.76,22.387,11.276
2022/01/19 16:54:08,1036.40,22.397,12.804
2022/01/19 16:54:09,1037.83,22.410,12.300
2022/01/19 16:54:10,1038.19,22.427,8.100
2022/01/19 16:54:11,1038.19,22.427,11.572
2022/01/19 16:54:12,1037.83,22.410,9.652
2022/01/19 16:54:13,1037.83,22.410,11.476
2022/01/19 16:54:14,1037.83,22.407,11.440
2022/01/19 16:54:15,1037.48,22.397,11.256
2022/01/19 16:54:16,1037.83,22.403,11.212
2022/01/19 16:54:17,1037.48,22.397,12.276
2022/01/19 16:54:18,1037.48,22.397,11.904
2022/01/19 16:54:19,1037.12,22.377,10.128
2022/01/19 16:54:20,1037.12,22.380,10.340
2022/01/19 16:54:21,1037.83,22.387,12.612
2022/01/19 16:54:22,1037.83,22.387,13.160
2022/01/19 16:54:23,1037.83,22.387,11.060
2022/01/19 16:54:24,1037.83,22.370,10.664
2022/01/19 16:54:25,1037.12,22.380,11.212
2022/01/19 16:54:26,1037.83,22.383,11.088
2022/01/19 16:54:27,1037.83,22.390,12.084
2022/01/19 16:54:28,1037.83,22.387,13.468
2022/01/19 16:54:29,1037.12,22.380,11.940
2022/01/19 16:54:30,1037.12,22.377,11.408
2022/01/19 16:54:31,1036.04,22.360,10.868
2022/01/19 16:54:32,1037.12,22.360,11.360
2022/01/19 16:54:33,1037.12,22.363,10.312
2022/01/19 16:54:34,1037.83,22.353,12.000
2022/01/19 16:54:35,1036.76,22.353,10.264
2022/01/19 16:54:36,1037.83,22.353,10.364
2022/01/19 16:54:37,1038.19,22.367,11.376
2022/01/19 16:54:38,1037.83,22.390,12.736
2022/01/19 16:54:39,1037.83,22.387,13.260
2022/01/19 16:54:40,1036.76,22.390,10.300
2022/01/19 16:54:41,1037.12,22.400,12.972
2022/01/19 16:54:42,1038.19,22.367,13.312
2022/01/19 16:54:43,1037.48,22.397,11.140
2022/01/19 16:54:44,1038.19,22.473,10.292
2022/01/19 16:54:45,1037.83,22.460,10.128
2022/01/19 16:54:46,1037.83,22.410,10.272
2022/01/19 16:54:47,1037.12,22.400,11.448
2022/01/19 16:54:48,1037.83,22.390,11.232
2022/01/19 16:54:49,1038.19,22.420,7.548
2022/01/19 16:54:50,1038.19,22.497,9.560
2022/01/19 16:54:51,1038.19,22.570,9.508
2022/01/19 16:54:52,1038.19,22.543,12.412
2022/01/19 16:54:53,1037.83,22.517,12.520
2022/01/19 16:54:54,1038.19,22.510,10.260
2022/01/19 16:54:55,1038.19,22.527,10.516
2022/01/19 16:54:56,1038.91,22.557,9.912
2022/01/19 16:54:57,1038.19,22.580,11.156
2022/01/19 16:54:58,1038.19,22.587,10.036
2022/01/19 16:54:59,1039.27,22.597,11.252
2022/01/19 16:55:00,1038.91,22.577,11.624
2022/01/19 16:55:01,1038.19,22.590,10.092
2022/01/19 16:55:02,1038.19,22.530,12.076
2022/01/19 16:55:03,1037.83,22.457,8.536
2022/01/19 16:55:04,1038.19,22.477,9.716
2022/01/19 16:55:05,1037.12,22.537,9.824
2022/01/19 16:55:06,1037.12,22.537,10.916
2022/01/19 16:55:07,1037.12,22.480,12.484
2022/01/19 16:55:08,1036.76,22.440,8.376
2022/01/19 16:55:09,1037.12,22.367,12.616
2022/01/19 16:55:10,1036.04,22.337,12.256
2022/01/19 16:55:11,1036.40,22.393,11.196
2022/01/19 16:55:12,1037.12,22.343,11.816
2022/01/19 16:55:13,1037.48,22.340,10.404
2022/01/19 16:55:14,1037.12,22.330,13.388
2022/01/19 16:55:15,1037.12,22.320,14.224
2022/01/19 16:55:16,1036.04,22.310,13.020
2022/01/19 16:55:17,1042.13,22.317,34.472
2022/01/19 16:55:18,1043.93,22.297,38.172
2022/01/19 16:55:19,1055.39,22.297,42.088
2022/01/19 16:55:20,1052.53,22.283,42.064
2022/01/19 16:55:21,1054.68,22.347,42.444
2022/01/19 16:55:22,1052.88,22.417,42.004
2022/01/19 16:55:23,1052.53,22.437,41.860
2022/01/19 16:55:24,1055.39,22.437,42.440
2022/01/19 16:55:25,1054.68,22.400,42.600
2022/01/19 16:55:26,1057.90,22.367,42.168
2022/01/19 16:55:27,1055.39,22.383,42.404
2022/01/19 16:55:28,1056.47,22.370,42.836
2022/01/19 16:55:29,1055.39,22.350,42.604
2022/01/19 16:55:30,1054.68,22.330,42.324
2022/01/19 16:55:31,1055.39,22.383,41.780
2022/01/19 16:55:32,1055.39,22.437,41.684
2022/01/19 16:55:33,1056.47,22.460,41.684
2022/01/19 16:55:34,1055.75,22.473,41.700
2022/01/19 16:55:35,1057.90,22.470,42.348
2022/01/19 16:55:36,1058.62,22.457,41.708
2022/01/19 16:55:37,1057.90,22.477,41.692
2022/01/19 16:55:38,1057.90,22.483,42.408
2022/01/19 16:55:39,1060.41,22.450,41.800
2022/01/19 16:55:40,1059.69,22.460,42.416
2022/01/19 16:55:41,1058.98,22.420,42.968
2022/01/19 16:55:42,1059.69,22.390,42.524
2022/01/19 16:55:43,1059.69,22.370,43.132
2022/01/19 16:55:44,1060.05,22.327,42.704
2022/01/19 16:55:45,1060.05,22.320,42.708
2022/01/19 16:55:46,1060.05,22.323,42.608
2022/01/19 16:55:47,1060.05,22.330,42.540
2022/01/19 16:55:48,1060.05,22.337,42.668
2022/01/19 16:55:49,1060.05,22.327,42.964
2022/01/19 16:55:50,1061.13,22.293,42.996
2022/01/19 16:55:51,1060.05,22.277,43.064
2022/01/19 16:55:52,1058.98,22.267,42.972
2022/01/19 16:55:53,1057.90,22.267,42.960
2022/01/19 16:55:54,1058.98,22.273,42.956
2022/01/19 16:55:55,1058.98,22.273,42.916
2022/01/19 16:55:56,1057.54,22.287,42.792
2022/01/19 16:55:57,1057.90,22.303,42.724
2022/01/19 16:55:58,1057.54,22.317,42.788
2022/01/19 16:55:59,1057.90,22.307,42.724
2022/01/19 16:56:00,1057.18,22.313,42.616
2022/01/19 16:56:01,1057.90,22.323,42.668
2022/01/19 16:56:02,1057.90,22.323,42.632
2022/01/19 16:56:03,1057.90,22.323,42.936
2022/01/19 16:56:04,1057.90,22.307,42.880
2022/01/19 16:56:05,1056.83,22.300,42.904
2022/01/19 16:56:06,1058.62,22.297,42.940
2022/01/19 16:56:07,1057.90,22.293,43.064
2022/01/19 16:56:08,1057.54,22.283,42.984
2022/01/19 16:56:09,1058.62,22.283,42.952
2022/01/19 16:56:10,1059.69,22.280,42.924
2022/01/19 16:56:11,1056.47,22.283,42.992
2022/01/19 16:56:12,1057.90,22.277,42.964
2022/01/19 16:56:13,1057.90,22.277,42.876
2022/01/19 16:56:14,1059.69,22.280,42.800
2022/01/19 16:56:15,1057.54,22.283,42.728
2022/01/19 16:56:16,1057.90,22.290,42.684
2022/01/19 16:56:17,1057.90,22.300,42.540
2022/01/19 16:56:18,1058.26,22.313,42.500
2022/01/19 16:56:19,1057.90,22.320,42.528
2022/01/19 16:56:20,1057.90,22.327,42.520
2022/01/19 16:56:21,1056.83,22.330,42.492
2022/01/19 16:56:22,1058.62,22.333,42.448
2022/01/19 16:56:23,1056.83,22.337,42.372
2022/01/19 16:56:24,1056.83,22.343,42.408
2022/01/19 16:56:25,1058.62,22.350,42.400
2022/01/19 16:56:26,1056.83,22.357,42.376
2022/01/19 16:56:27,1056.83,22.357,42.388
2022/01/19 16:56:28,1057.90,22.360,42.216
2022/01/19 16:56:29,1057.54,22.373,42.040
2022/01/19 16:56:30,1057.54,22.390,42.028
2022/01/19 16:56:31,1057.18,22.397,42.024
2022/01/19 16:56:32,1057.54,22.403,41.952
2022/01/19 16:56:33,1056.47,22.410,41.912
2022/01/19 16:56:34,1056.83,22.420,41.884
2022/01/19 16:56:35,1057.90,22.423,41.852
2022/01/19 16:56:36,1056.83,22.427,41.828
2022/01/19 16:56:37,1055.75,22.430,41.864
2022/01/19 16:56:38,1057.54,22.437,41.832
2022/01/19 16:56:39,1057.90,22.447,41.860
